GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0010664	negative regulation of striated muscle c...	6	2	0.05	0.00082	1	BP
GO:0010665	regulation of cardiac muscle cell apopto...	7	2	0.05	0.00114	1	BP
GO:1901998	toxin transport	11	2	0.08	0.00292	1	BP
GO:0071260	cellular response to mechanical stimulus	11	2	0.08	0.00292	1	BP
GO:1900034	regulation of cellular response to heat	11	2	0.08	0.00292	1	BP
GO:0031331	positive regulation of cellular cataboli...	87	4	0.67	0.00342	1	BP
GO:0010823	negative regulation of mitochondrion org...	14	2	0.11	0.00478	1	BP
GO:0070301	cellular response to hydrogen peroxide	15	2	0.12	0.00549	1	BP
GO:1901652	response to peptide	100	4	0.77	0.00567	1	BP
GO:0009620	response to fungus	17	2	0.13	0.00704	1	BP
GO:0043252	sodium-independent organic anion transpo...	1	1	0.01	0.00772	1	BP
GO:0015742	alpha-ketoglutarate transport	1	1	0.01	0.00772	1	BP
GO:0015747	urate transport	1	1	0.01	0.00772	1	BP
GO:0042631	cellular response to water deprivation	1	1	0.01	0.00772	1	BP
GO:0051561	positive regulation of mitochondrial cal...	1	1	0.01	0.00772	1	BP
GO:0097744	renal urate salt excretion	1	1	0.01	0.00772	1	BP
GO:0031427	response to methotrexate	1	1	0.01	0.00772	1	BP
GO:1901571	fatty acid derivative transport	1	1	0.01	0.00772	1	BP
GO:0001992	regulation of systemic arterial blood pr...	1	1	0.01	0.00772	1	BP
GO:2001033	negative regulation of double-strand bre...	1	1	0.01	0.00772	1	BP
GO:1904528	positive regulation of microtubule bindi...	1	1	0.01	0.00772	1	BP
GO:1903936	cellular response to sodium arsenite	1	1	0.01	0.00772	1	BP
GO:1902109	negative regulation of mitochondrial mem...	1	1	0.01	0.00772	1	BP
GO:0002125	maternal aggressive behavior	1	1	0.01	0.00772	1	BP
GO:0071720	sodium-independent prostaglandin transpo...	1	1	0.01	0.00772	1	BP
GO:2001142	nicotinate transport	1	1	0.01	0.00772	1	BP
GO:1903215	negative regulation of protein targeting...	1	1	0.01	0.00772	1	BP
GO:0007621	negative regulation of female receptivit...	1	1	0.01	0.00772	1	BP
GO:0072738	cellular response to diamide	1	1	0.01	0.00772	1	BP
GO:0015912	short-chain fatty acid transport	1	1	0.01	0.00772	1	BP
GO:0015913	short-chain fatty acid import	1	1	0.01	0.00772	1	BP
GO:0042843	D-xylose catabolic process	1	1	0.01	0.00772	1	BP
GO:0035634	response to stilbenoid	1	1	0.01	0.00772	1	BP
GO:0060136	embryonic process involved in female pre...	1	1	0.01	0.00772	1	BP
GO:1900365	positive regulation of mRNA polyadenylat...	1	1	0.01	0.00772	1	BP
GO:0034635	glutathione transport	1	1	0.01	0.00772	1	BP
GO:0051459	regulation of corticotropin secretion	1	1	0.01	0.00772	1	BP
GO:0097327	response to antineoplastic agent	21	2	0.16	0.01069	1	BP
GO:0032870	cellular response to hormone stimulus	125	4	0.96	0.01251	1	BP
GO:0043620	regulation of DNA-templated transcriptio...	23	2	0.18	0.01276	1	BP
GO:0043618	regulation of transcription from RNA pol...	23	2	0.18	0.01276	1	BP
GO:0090316	positive regulation of intracellular pro...	24	2	0.19	0.01386	1	BP
GO:0071375	cellular response to peptide hormone sti...	69	3	0.53	0.01419	1	BP
GO:0140507	granzyme-mediated programmed cell death ...	2	1	0.02	0.01538	1	BP
GO:0071280	cellular response to copper ion	2	1	0.02	0.01538	1	BP
GO:0051970	negative regulation of transmission of n...	2	1	0.02	0.01538	1	BP
GO:0032847	regulation of cellular pH reduction	2	1	0.02	0.01538	1	BP
GO:1902512	positive regulation of apoptotic DNA fra...	2	1	0.02	0.01538	1	BP
GO:0032849	positive regulation of cellular pH reduc...	2	1	0.02	0.01538	1	BP
GO:0060746	parental behavior	2	1	0.02	0.01538	1	BP
GO:0042711	maternal behavior	2	1	0.02	0.01538	1	BP
GO:0061408	positive regulation of transcription fro...	2	1	0.02	0.01538	1	BP
GO:0035694	mitochondrial protein catabolic process	2	1	0.02	0.01538	1	BP
GO:0045819	positive regulation of glycogen cataboli...	2	1	0.02	0.01538	1	BP
GO:0043497	regulation of protein heterodimerization...	2	1	0.02	0.01538	1	BP
GO:0046415	urate metabolic process	2	1	0.02	0.01538	1	BP
GO:1903626	positive regulation of DNA catabolic pro...	2	1	0.02	0.01538	1	BP
GO:0045837	negative regulation of membrane potentia...	2	1	0.02	0.01538	1	BP
GO:0007625	grooming behavior	2	1	0.02	0.01538	1	BP
GO:0008626	granzyme-mediated apoptotic signaling pa...	2	1	0.02	0.01538	1	BP
