GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0072160	nephron tubule epithelial cell different...	5	3	0.12	0.00013	1	BP
GO:2001016	positive regulation of skeletal muscle c...	2	2	0.05	0.00058	1	BP
GO:0006663	platelet activating factor biosynthetic ...	2	2	0.05	0.00058	1	BP
GO:0036151	phosphatidylcholine acyl-chain remodelin...	2	2	0.05	0.00058	1	BP
GO:0120036	plasma membrane bounded cell projection ...	319	17	7.74	0.00067	1	BP
GO:2001013	epithelial cell proliferation involved i...	3	2	0.07	0.0017	1	BP
GO:0032525	somite rostral/caudal axis specification	3	2	0.07	0.0017	1	BP
GO:0072102	glomerulus morphogenesis	4	2	0.1	0.00335	1	BP
GO:0034334	adherens junction maintenance	4	2	0.1	0.00335	1	BP
GO:0051823	regulation of synapse structural plastic...	5	2	0.12	0.00549	1	BP
GO:0032720	negative regulation of tumor necrosis fa...	6	2	0.15	0.00811	1	BP
GO:0048703	embryonic viscerocranium morphogenesis	6	2	0.15	0.00811	1	BP
GO:0048643	positive regulation of skeletal muscle t...	6	2	0.15	0.00811	1	BP
GO:0032870	cellular response to hormone stimulus	125	8	3.03	0.00873	1	BP
GO:0045475	locomotor rhythm	19	3	0.46	0.00984	1	BP
GO:0007480	imaginal disc-derived leg morphogenesis	19	3	0.46	0.00984	1	BP
GO:0043406	positive regulation of MAP kinase activi...	36	4	0.87	0.01008	1	BP
GO:0097065	anterior head development	7	2	0.17	0.01118	1	BP
GO:0032222	regulation of synaptic transmission, cho...	7	2	0.17	0.01118	1	BP
GO:0050893	sensory processing	7	2	0.17	0.01118	1	BP
GO:0071498	cellular response to fluid shear stress	7	2	0.17	0.01118	1	BP
GO:0050890	cognition	106	7	2.57	0.01213	1	BP
GO:0060079	excitatory postsynaptic potential	21	3	0.51	0.01306	1	BP
GO:0022603	regulation of anatomical structure morph...	162	9	3.93	0.01328	1	BP
GO:0120031	plasma membrane bounded cell projection ...	109	7	2.64	0.01404	1	BP
GO:0014033	neural crest cell differentiation	8	2	0.19	0.01468	1	BP
GO:0045599	negative regulation of fat cell differen...	8	2	0.19	0.01468	1	BP
GO:0034405	response to fluid shear stress	8	2	0.19	0.01468	1	BP
GO:0051240	positive regulation of multicellular org...	255	12	6.19	0.01478	1	BP
GO:0060078	regulation of postsynaptic membrane pote...	22	3	0.53	0.01486	1	BP
GO:0099565	chemical synaptic transmission, postsyna...	22	3	0.53	0.01486	1	BP
GO:0016202	regulation of striated muscle tissue dev...	23	3	0.56	0.01681	1	BP
GO:0030031	cell projection assembly	113	7	2.74	0.01692	1	BP
GO:0120035	regulation of plasma membrane bounded ce...	141	8	3.42	0.01753	1	BP
GO:0031344	regulation of cell projection organizati...	141	8	3.42	0.01753	1	BP
GO:0007271	synaptic transmission, cholinergic	9	2	0.22	0.01858	1	BP
GO:0008016	regulation of heart contraction	43	4	1.04	0.01867	1	BP
GO:0048634	regulation of muscle organ development	24	3	0.58	0.01889	1	BP
GO:0032147	activation of protein kinase activity	44	4	1.07	0.02018	1	BP
GO:0048762	mesenchymal cell differentiation	25	3	0.61	0.02111	1	BP
GO:1902808	positive regulation of cell cycle G1/S p...	10	2	0.24	0.02287	1	BP
GO:0000165	MAPK cascade	121	7	2.93	0.02389	1	BP
GO:0050877	nervous system process	209	10	5.07	0.02412	1	BP
GO:0060059	embryonic retina morphogenesis in camera...	1	1	0.02	0.02426	1	BP
GO:0008062	eclosion rhythm	1	1	0.02	0.02426	1	BP
GO:0033197	response to vitamin E	1	1	0.02	0.02426	1	BP
GO:1905563	negative regulation of vascular endothel...	1	1	0.02	0.02426	1	BP
GO:2000322	regulation of glucocorticoid receptor si...	1	1	0.02	0.02426	1	BP
GO:2000323	negative regulation of glucocorticoid re...	1	1	0.02	0.02426	1	BP
GO:0031442	positive regulation of mRNA 3'-end proce...	1	1	0.02	0.02426	1	BP
GO:0021924	cell proliferation in external granule l...	1	1	0.02	0.02426	1	BP
GO:2001033	negative regulation of double-strand bre...	1	1	0.02	0.02426	1	BP
GO:0030890	positive regulation of B cell proliferat...	1	1	0.02	0.02426	1	BP
GO:0021940	positive regulation of cerebellar granul...	1	1	0.02	0.02426	1	BP
