GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002181	cytoplasmic translation	52	10	3.24	0.0011	1	BP
GO:0030262	apoptotic nuclear changes	11	4	0.68	0.0034	1	BP
GO:0045887	positive regulation of synaptic assembly...	19	5	1.18	0.005	1	BP
GO:0000184	nuclear-transcribed mRNA catabolic proce...	36	7	2.24	0.0057	1	BP
GO:0030812	negative regulation of nucleotide catabo...	7	3	0.44	0.0069	1	BP
GO:2001170	negative regulation of ATP biosynthetic ...	7	3	0.44	0.0069	1	BP
GO:0045820	negative regulation of glycolytic proces...	7	3	0.44	0.0069	1	BP
GO:0006614	SRP-dependent cotranslational protein ta...	30	6	1.87	0.009	1	BP
GO:0036120	cellular response to platelet-derived gr...	8	3	0.5	0.0105	1	BP
GO:0036119	response to platelet-derived growth fact...	8	3	0.5	0.0105	1	BP
GO:0031341	regulation of cell killing	8	3	0.5	0.0105	1	BP
GO:0019058	viral life cycle	50	8	3.11	0.0108	1	BP
GO:1904400	response to Thyroid stimulating hormone	3	2	0.19	0.0111	1	BP
GO:1904401	cellular response to Thyroid stimulating...	3	2	0.19	0.0111	1	BP
GO:1902570	protein localization to nucleolus	3	2	0.19	0.0111	1	BP
GO:0016074	sno(s)RNA metabolic process	3	2	0.19	0.0111	1	BP
GO:0060911	cardiac cell fate commitment	3	2	0.19	0.0111	1	BP
GO:1904588	cellular response to glycoprotein	3	2	0.19	0.0111	1	BP
GO:0010085	polarity specification of proximal/dista...	3	2	0.19	0.0111	1	BP
GO:0032926	negative regulation of activin receptor ...	3	2	0.19	0.0111	1	BP
GO:0048742	regulation of skeletal muscle fiber deve...	3	2	0.19	0.0111	1	BP
GO:0017157	regulation of exocytosis	42	7	2.61	0.0135	1	BP
GO:0001944	vasculature development	107	13	6.66	0.0138	1	BP
GO:0045167	asymmetric protein localization involved...	9	3	0.56	0.015	1	BP
GO:0014904	myotube cell development	9	3	0.56	0.015	1	BP
GO:0048741	skeletal muscle fiber development	9	3	0.56	0.015	1	BP
GO:0031297	replication fork processing	9	3	0.56	0.015	1	BP
GO:0001568	blood vessel development	97	12	6.04	0.0155	1	BP
GO:0008049	male courtship behavior	17	4	1.06	0.0182	1	BP
GO:0071384	cellular response to corticosteroid stim...	17	4	1.06	0.0182	1	BP
GO:0046039	GTP metabolic process	10	3	0.62	0.0205	1	BP
GO:0009161	ribonucleoside monophosphate metabolic p...	67	9	4.17	0.0212	1	BP
GO:0044387	negative regulation of protein kinase ac...	4	2	0.25	0.0212	1	BP
GO:0006044	N-acetylglucosamine metabolic process	4	2	0.25	0.0212	1	BP
GO:1904587	response to glycoprotein	4	2	0.25	0.0212	1	BP
GO:0045433	male courtship behavior, veined wing gen...	4	2	0.25	0.0212	1	BP
GO:0048065	male courtship behavior, veined wing ext...	4	2	0.25	0.0212	1	BP
GO:0009946	proximal/distal axis specification	4	2	0.25	0.0212	1	BP
GO:0006409	tRNA export from nucleus	4	2	0.25	0.0212	1	BP
GO:0051031	tRNA transport	4	2	0.25	0.0212	1	BP
GO:0016545	male courtship behavior, veined wing vib...	4	2	0.25	0.0212	1	BP
GO:0000727	double-strand break repair via break-ind...	4	2	0.25	0.0212	1	BP
GO:0034198	cellular response to amino acid starvati...	18	4	1.12	0.0223	1	BP
GO:0016032	viral process	92	11	5.72	0.0255	1	BP
GO:0043170	macromolecule metabolic process	1696	120	105.53	0.0266	1	BP
GO:1990928	response to amino acid starvation	19	4	1.18	0.0269	1	BP
GO:0045005	DNA-templated DNA replication maintenanc...	11	3	0.68	0.027	1	BP
GO:0000737	DNA catabolic process, endonucleolytic	11	3	0.68	0.027	1	BP
GO:0006413	translational initiation	59	8	3.67	0.0276	1	BP
GO:0009123	nucleoside monophosphate metabolic proce...	71	9	4.42	0.0298	1	BP
GO:0044403	biological process involved in symbiotic...	107	12	6.66	0.0314	1	BP
GO:1900369	negative regulation of post-transcriptio...	5	2	0.31	0.034	1	BP
GO:0035293	chitin-based larval cuticle pattern form...	5	2	0.31	0.034	1	BP
GO:0008363	larval chitin-based cuticle development	5	2	0.31	0.034	1	BP
GO:0071389	cellular response to mineralocorticoid s...	5	2	0.31	0.034	1	BP
GO:0060149	negative regulation of post-transcriptio...	5	2	0.31	0.034	1	BP
GO:0043053	dauer entry	5	2	0.31	0.034	1	BP
