GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0072001	renal system development	71	8	1.88	4e-04	1	BP
GO:0002052	positive regulation of neuroblast prolif...	9	3	0.24	0.0013	1	BP
GO:0007202	activation of phospholipase C activity	3	2	0.08	0.002	1	BP
GO:0021983	pituitary gland development	12	3	0.32	0.0032	1	BP
GO:0045807	positive regulation of endocytosis	43	5	1.14	0.0047	1	BP
GO:1904019	epithelial cell apoptotic process	14	3	0.37	0.0052	1	BP
GO:2000648	positive regulation of stem cell prolife...	14	3	0.37	0.0052	1	BP
GO:0044770	cell cycle phase transition	107	8	2.83	0.0059	1	BP
GO:0010524	positive regulation of calcium ion trans...	6	2	0.16	0.0096	1	BP
GO:0048260	positive regulation of receptor-mediated...	18	3	0.48	0.0107	1	BP
GO:0045746	negative regulation of Notch signaling p...	18	3	0.48	0.0107	1	BP
GO:0061326	renal tubule development	34	4	0.9	0.0112	1	BP
GO:0007219	Notch signaling pathway	54	5	1.43	0.0125	1	BP
GO:0009628	response to abiotic stimulus	261	13	6.91	0.0146	1	BP
GO:0008407	chaeta morphogenesis	8	2	0.21	0.0173	1	BP
GO:0030301	cholesterol transport	8	2	0.21	0.0173	1	BP
GO:0023052	signaling	733	27	19.4	0.0179	1	BP
GO:0031396	regulation of protein ubiquitination	39	4	1.03	0.018	1	BP
GO:0099177	regulation of trans-synaptic signaling	82	6	2.17	0.019	1	BP
GO:0050804	modulation of chemical synaptic transmis...	82	6	2.17	0.019	1	BP
GO:0001822	kidney development	60	5	1.59	0.0192	1	BP
GO:0007154	cell communication	740	27	19.58	0.0205	1	BP
GO:0099537	trans-synaptic signaling	133	8	3.52	0.0209	1	BP
GO:0098916	anterograde trans-synaptic signaling	133	8	3.52	0.0209	1	BP
GO:0007268	chemical synaptic transmission	133	8	3.52	0.0209	1	BP
GO:0008593	regulation of Notch signaling pathway	41	4	1.08	0.0213	1	BP
GO:0014016	neuroblast differentiation	9	2	0.24	0.0219	1	BP
GO:0072002	Malpighian tubule development	9	2	0.24	0.0219	1	BP
GO:0032026	response to magnesium ion	9	2	0.24	0.0219	1	BP
GO:0002092	positive regulation of receptor internal...	9	2	0.24	0.0219	1	BP
GO:0044772	mitotic cell cycle phase transition	85	6	2.25	0.0223	1	BP
GO:0099536	synaptic signaling	135	8	3.57	0.0226	1	BP
GO:0016322	neuron remodeling	24	3	0.64	0.0238	1	BP
GO:0007601	visual perception	24	3	0.64	0.0238	1	BP
GO:0071805	potassium ion transmembrane transport	24	3	0.64	0.0238	1	BP
GO:0042551	neuron maturation	24	3	0.64	0.0238	1	BP
GO:0031623	receptor internalization	24	3	0.64	0.0238	1	BP
