GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0006356	regulation of transcription by RNA polym...	16	3	0.31	0.0033	1	BP
GO:2001053	regulation of mesenchymal cell apoptotic...	5	2	0.1	0.0036	1	BP
GO:0048820	hair follicle maturation	5	2	0.1	0.0036	1	BP
GO:0035886	vascular associated smooth muscle cell d...	6	2	0.12	0.0054	1	BP
GO:0002011	morphogenesis of an epithelial sheet	19	3	0.37	0.0055	1	BP
GO:0030968	endoplasmic reticulum unfolded protein r...	40	4	0.79	0.0072	1	BP
GO:0007000	nucleolus organization	7	2	0.14	0.0075	1	BP
GO:0090103	cochlea morphogenesis	7	2	0.14	0.0075	1	BP
GO:0001881	receptor recycling	7	2	0.14	0.0075	1	BP
GO:0001952	regulation of cell-matrix adhesion	22	3	0.43	0.0085	1	BP
GO:0043066	negative regulation of apoptotic process	187	9	3.67	0.0093	1	BP
GO:0080135	regulation of cellular response to stres...	187	9	3.67	0.0093	1	BP
GO:0003148	outflow tract septum morphogenesis	8	2	0.16	0.0098	1	BP
GO:0042532	negative regulation of tyrosine phosphor...	8	2	0.16	0.0098	1	BP
GO:0061311	cell surface receptor signaling pathway ...	8	2	0.16	0.0098	1	BP
GO:0045893	positive regulation of transcription, DN...	298	12	5.85	0.0107	1	BP
GO:0045944	positive regulation of transcription by ...	228	10	4.48	0.0115	1	BP
GO:0010669	epithelial structure maintenance	9	2	0.18	0.0125	1	BP
GO:0001953	negative regulation of cell-matrix adhes...	9	2	0.18	0.0125	1	BP
GO:1903508	positive regulation of nucleic acid-temp...	310	12	6.09	0.0145	1	BP
GO:1902680	positive regulation of RNA biosynthetic ...	310	12	6.09	0.0145	1	BP
GO:0006750	glutathione biosynthetic process	10	2	0.2	0.0154	1	BP
GO:0048546	digestive tract morphogenesis	28	3	0.55	0.0166	1	BP
GO:0097193	intrinsic apoptotic signaling pathway	78	5	1.53	0.0172	1	BP
GO:0043620	regulation of DNA-templated transcriptio...	29	3	0.57	0.0182	1	BP
GO:0043618	regulation of transcription from RNA pol...	29	3	0.57	0.0182	1	BP
GO:0010812	negative regulation of cell-substrate ad...	11	2	0.22	0.0186	1	BP
GO:0032232	negative regulation of actin filament bu...	11	2	0.22	0.0186	1	BP
GO:1902253	regulation of intrinsic apoptotic signal...	11	2	0.22	0.0186	1	BP
GO:0019184	nonribosomal peptide biosynthetic proces...	11	2	0.22	0.0186	1	BP
GO:2001055	positive regulation of mesenchymal cell ...	1	1	0.02	0.0196	1	BP
GO:0071922	regulation of cohesin loading	1	1	0.02	0.0196	1	BP
GO:0099156	cell-cell signaling via exosome	1	1	0.02	0.0196	1	BP
GO:0043973	histone H3-K4 acetylation	1	1	0.02	0.0196	1	BP
GO:0090427	activation of meiosis	1	1	0.02	0.0196	1	BP
GO:1901336	lactone biosynthetic process	1	1	0.02	0.0196	1	BP
GO:0051794	regulation of timing of catagen	1	1	0.02	0.0196	1	BP
GO:0051795	positive regulation of timing of catagen	1	1	0.02	0.0196	1	BP
GO:0097084	vascular associated smooth muscle cell d...	1	1	0.02	0.0196	1	BP
GO:0007563	regulation of eclosion	1	1	0.02	0.0196	1	BP
GO:0036494	positive regulation of translation initi...	1	1	0.02	0.0196	1	BP
GO:0042182	ketone catabolic process	1	1	0.02	0.0196	1	BP
GO:1905634	regulation of protein localization to ch...	1	1	0.02	0.0196	1	BP
GO:0061727	methylglyoxal catabolic process to lacta...	1	1	0.02	0.0196	1	BP
GO:0014022	neural plate elongation	1	1	0.02	0.0196	1	BP
GO:0002329	pre-B cell differentiation	1	1	0.02	0.0196	1	BP
GO:1903297	regulation of hypoxia-induced intrinsic ...	1	1	0.02	0.0196	1	BP
GO:1903298	negative regulation of hypoxia-induced i...	1	1	0.02	0.0196	1	BP
GO:1903288	positive regulation of potassium ion imp...	1	1	0.02	0.0196	1	BP
GO:0051596	methylglyoxal catabolic process	1	1	0.02	0.0196	1	BP
GO:0048105	establishment of body hair planar orient...	1	1	0.02	0.0196	1	BP
GO:0060346	bone trabecula formation	1	1	0.02	0.0196	1	BP
GO:0035977	protein deglycosylation involved in glyc...	1	1	0.02	0.0196	1	BP
GO:1901291	negative regulation of double-strand bre...	1	1	0.02	0.0196	1	BP
GO:0060490	lateral sprouting involved in lung morph...	1	1	0.02	0.0196	1	BP
GO:0060488	orthogonal dichotomous subdivision of te...	1	1	0.02	0.0196	1	BP
GO:0060489	planar dichotomous subdivision of termin...	1	1	0.02	0.0196	1	BP
GO:0022007	convergent extension involved in neural ...	1	1	0.02	0.0196	1	BP
GO:0060448	dichotomous subdivision of terminal unit...	1	1	0.02	0.0196	1	BP
GO:0097498	endothelial tube lumen extension	1	1	0.02	0.0196	1	BP
GO:0097466	ubiquitin-dependent glycoprotein ERAD pa...	1	1	0.02	0.0196	1	BP
GO:0019243	methylglyoxal catabolic process to D-lac...	1	1	0.02	0.0196	1	BP
GO:0035787	cell migration involved in kidney develo...	1	1	0.02	0.0196	1	BP
GO:1903569	positive regulation of protein localizat...	1	1	0.02	0.0196	1	BP
GO:0035880	embryonic nail plate morphogenesis	1	1	0.02	0.0196	1	BP
GO:0042637	catagen	1	1	0.02	0.0196	1	BP
GO:0019853	L-ascorbic acid biosynthetic process	1	1	0.02	0.0196	1	BP
GO:0045813	positive regulation of Wnt signaling pat...	1	1	0.02	0.0196	1	BP
GO:1904382	mannose trimming involved in glycoprotei...	1	1	0.02	0.0196	1	BP
GO:0009438	methylglyoxal metabolic process	1	1	0.02	0.0196	1	BP
GO:0045004	DNA replication proofreading	1	1	0.02	0.0196	1	BP
GO:0030177	positive regulation of Wnt signaling pat...	30	3	0.59	0.02	1	BP
GO:0010557	positive regulation of macromolecule bio...	365	13	7.16	0.0208	1	BP
GO:0007398	ectoderm development	12	2	0.24	0.022	1	BP
GO:1904377	positive regulation of protein localizat...	12	2	0.24	0.022	1	BP
GO:0030010	establishment of cell polarity	56	4	1.1	0.0229	1	BP
GO:0032231	regulation of actin filament bundle asse...	32	3	0.63	0.0237	1	BP
GO:0010628	positive regulation of gene expression	414	14	8.13	0.0248	1	BP
GO:0021575	hindbrain morphogenesis	13	2	0.26	0.0257	1	BP
GO:1903573	negative regulation of response to endop...	13	2	0.26	0.0257	1	BP
GO:1902532	negative regulation of intracellular sig...	152	7	2.98	0.0271	1	BP
GO:0002526	acute inflammatory response	14	2	0.27	0.0296	1	BP
GO:0051893	regulation of focal adhesion assembly	14	2	0.27	0.0296	1	BP
GO:0090109	regulation of cell-substrate junction as...	14	2	0.27	0.0296	1	BP
GO:0150116	regulation of cell-substrate junction or...	14	2	0.27	0.0296	1	BP
GO:0036003	positive regulation of transcription fro...	14	2	0.27	0.0296	1	BP
GO:1900117	regulation of execution phase of apoptos...	14	2	0.27	0.0296	1	BP
GO:0006970	response to osmotic stress	35	3	0.69	0.03	1	BP
GO:0051254	positive regulation of RNA metabolic pro...	345	12	6.77	0.0314	1	BP
GO:0031328	positive regulation of cellular biosynth...	388	13	7.62	0.033	1	BP
GO:0021795	cerebral cortex cell migration	15	2	0.29	0.0337	1	BP
GO:0048041	focal adhesion assembly	15	2	0.29	0.0337	1	BP
