GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0032387	negative regulation of intracellular tra...	20	5	0.74	6e-04	1	BP
GO:0035722	interleukin-12-mediated signaling pathwa...	6	3	0.22	0.00089	1	BP
GO:0003158	endothelium development	14	4	0.52	0.00129	1	BP
GO:0034501	protein localization to kinetochore	2	2	0.07	0.00134	1	BP
GO:0007412	axon target recognition	2	2	0.07	0.00134	1	BP
GO:1903579	negative regulation of ATP metabolic pro...	8	3	0.3	0.00236	1	BP
GO:1900543	negative regulation of purine nucleotide...	8	3	0.3	0.00236	1	BP
GO:0060117	auditory receptor cell development	9	3	0.33	0.00345	1	BP
GO:0007140	male meiotic nuclear division	18	4	0.66	0.00352	1	BP
GO:0061535	glutamate secretion, neurotransmission	3	2	0.11	0.00394	1	BP
GO:0070885	negative regulation of calcineurin-NFAT ...	3	2	0.11	0.00394	1	BP
GO:0051026	chiasma assembly	3	2	0.11	0.00394	1	BP
GO:0035046	pronuclear migration	3	2	0.11	0.00394	1	BP
GO:0000712	resolution of meiotic recombination inte...	3	2	0.11	0.00394	1	BP
GO:0048499	synaptic vesicle membrane organization	3	2	0.11	0.00394	1	BP
GO:0060348	bone development	30	5	1.11	0.00411	1	BP
GO:0042326	negative regulation of phosphorylation	77	8	2.84	0.00625	1	BP
GO:0010677	negative regulation of cellular carbohyd...	11	3	0.41	0.00643	1	BP
GO:0034762	regulation of transmembrane transport	62	7	2.29	0.00668	1	BP
GO:0046434	organophosphate catabolic process	34	5	1.26	0.00716	1	BP
GO:0016188	synaptic vesicle maturation	4	2	0.15	0.00769	1	BP
GO:0000912	assembly of actomyosin apparatus involve...	4	2	0.15	0.00769	1	BP
GO:0033157	regulation of intracellular protein tran...	49	6	1.81	0.0081	1	BP
GO:0000819	sister chromatid segregation	35	5	1.29	0.00812	1	BP
GO:0006084	acetyl-CoA metabolic process	12	3	0.44	0.00834	1	BP
GO:2000116	regulation of cysteine-type endopeptidas...	36	5	1.33	0.00916	1	BP
GO:0045446	endothelial cell differentiation	13	3	0.48	0.01056	1	BP
GO:0090317	negative regulation of intracellular pro...	13	3	0.48	0.01056	1	BP
GO:0051932	synaptic transmission, GABAergic	13	3	0.48	0.01056	1	BP
GO:0009150	purine ribonucleotide metabolic process	83	10	3.07	0.01127	1	BP
GO:0010977	negative regulation of neuron projection...	25	4	0.92	0.01197	1	BP
GO:0060402	calcium ion transport into cytosol	25	4	0.92	0.01197	1	BP
GO:2000331	regulation of terminal button organizati...	5	2	0.18	0.01251	1	BP
GO:0007289	spermatid nucleus differentiation	5	2	0.18	0.01251	1	BP
GO:0002093	auditory receptor cell morphogenesis	5	2	0.18	0.01251	1	BP
GO:0016572	histone phosphorylation	5	2	0.18	0.01251	1	BP
GO:0060088	auditory receptor cell stereocilium orga...	5	2	0.18	0.01251	1	BP
GO:1900078	positive regulation of cellular response...	5	2	0.18	0.01251	1	BP
GO:0060612	adipose tissue development	5	2	0.18	0.01251	1	BP
GO:0042044	fluid transport	5	2	0.18	0.01251	1	BP
GO:0007602	phototransduction	14	3	0.52	0.01309	1	BP
GO:0060349	bone morphogenesis	14	3	0.52	0.01309	1	BP
GO:0009166	nucleotide catabolic process	26	4	0.96	0.01376	1	BP
GO:1901292	nucleoside phosphate catabolic process	26	4	0.96	0.01376	1	BP
GO:0009259	ribonucleotide metabolic process	86	10	3.18	0.01402	1	BP
GO:0040012	regulation of locomotion	165	12	6.09	0.01513	1	BP
GO:0000070	mitotic sister chromatid segregation	27	4	1	0.01572	1	BP
GO:2001056	positive regulation of cysteine-type end...	27	4	1	0.01572	1	BP
GO:0043467	regulation of generation of precursor me...	27	4	1	0.01572	1	BP
GO:0060401	cytosolic calcium ion transport	27	4	1	0.01572	1	BP
GO:0009152	purine ribonucleotide biosynthetic proce...	41	5	1.51	0.0158	1	BP
GO:0051924	regulation of calcium ion transport	41	5	1.51	0.0158	1	BP
GO:0042306	regulation of protein import into nucleu...	15	3	0.55	0.01594	1	BP
GO:0030865	cortical cytoskeleton organization	15	3	0.55	0.01594	1	BP
GO:0019693	ribose phosphate metabolic process	89	10	3.29	0.01722	1	BP
GO:0006887	exocytosis	129	10	4.76	0.01759	1	BP
GO:0061448	connective tissue development	28	4	1.03	0.01783	1	BP
GO:0006090	pyruvate metabolic process	28	4	1.03	0.01783	1	BP
GO:0045931	positive regulation of mitotic cell cycl...	28	4	1.03	0.01783	1	BP
GO:2000300	regulation of synaptic vesicle exocytosi...	6	2	0.22	0.01831	1	BP
GO:0042308	negative regulation of protein import in...	6	2	0.22	0.01831	1	BP
GO:0009154	purine ribonucleotide catabolic process	6	2	0.22	0.01831	1	BP
GO:0090313	regulation of protein targeting to membr...	6	2	0.22	0.01831	1	BP
GO:0006195	purine nucleotide catabolic process	6	2	0.22	0.01831	1	BP
GO:0030812	negative regulation of nucleotide catabo...	6	2	0.22	0.01831	1	BP
GO:0030809	negative regulation of nucleotide biosyn...	6	2	0.22	0.01831	1	BP
GO:0045820	negative regulation of glycolytic proces...	6	2	0.22	0.01831	1	BP
GO:0072523	purine-containing compound catabolic pro...	6	2	0.22	0.01831	1	BP
GO:0051497	negative regulation of stress fiber asse...	6	2	0.22	0.01831	1	BP
GO:1900372	negative regulation of purine nucleotide...	6	2	0.22	0.01831	1	BP
GO:2001170	negative regulation of ATP biosynthetic ...	6	2	0.22	0.01831	1	BP
GO:1904590	negative regulation of protein import	6	2	0.22	0.01831	1	BP
GO:0010827	regulation of glucose transmembrane tran...	16	3	0.59	0.01911	1	BP
GO:0010522	regulation of calcium ion transport into...	16	3	0.59	0.01911	1	BP
GO:1904589	regulation of protein import	16	3	0.59	0.01911	1	BP
GO:0006164	purine nucleotide biosynthetic process	43	5	1.59	0.01917	1	BP
GO:0009260	ribonucleotide biosynthetic process	43	5	1.59	0.01917	1	BP
GO:0072522	purine-containing compound biosynthetic ...	43	5	1.59	0.01917	1	BP
GO:0009719	response to endogenous stimulus	257	16	9.49	0.02085	1	BP
GO:0032388	positive regulation of intracellular tra...	44	5	1.63	0.02102	1	BP
GO:0009199	ribonucleoside triphosphate metabolic pr...	44	5	1.63	0.02102	1	BP
GO:0009141	nucleoside triphosphate metabolic proces...	44	5	1.63	0.02102	1	BP
GO:0009144	purine nucleoside triphosphate metabolic...	44	5	1.63	0.02102	1	BP
GO:0009205	purine ribonucleoside triphosphate metab...	44	5	1.63	0.02102	1	BP
GO:0046390	ribose phosphate biosynthetic process	44	5	1.63	0.02102	1	BP
GO:0010950	positive regulation of endopeptidase act...	30	4	1.11	0.02259	1	BP
GO:0031345	negative regulation of cell projection o...	30	4	1.11	0.02259	1	BP
GO:0045773	positive regulation of axon extension	17	3	0.63	0.0226	1	BP
GO:0050885	neuromuscular process controlling balanc...	17	3	0.63	0.0226	1	BP
GO:0030808	regulation of nucleotide biosynthetic pr...	17	3	0.63	0.0226	1	BP
GO:0007062	sister chromatid cohesion	17	3	0.63	0.0226	1	BP
GO:0034763	negative regulation of transmembrane tra...	17	3	0.63	0.0226	1	BP
GO:1900371	regulation of purine nucleotide biosynth...	17	3	0.63	0.0226	1	BP
GO:0006302	double-strand break repair	45	5	1.66	0.02298	1	BP
GO:0000278	mitotic cell cycle	197	13	7.28	0.02444	1	BP
GO:0046823	negative regulation of nucleocytoplasmic...	7	2	0.26	0.02503	1	BP
GO:1901068	guanosine-containing compound metabolic ...	7	2	0.26	0.02503	1	BP
GO:0099174	regulation of presynapse organization	7	2	0.26	0.02503	1	BP
GO:0061003	positive regulation of dendritic spine m...	7	2	0.26	0.02503	1	BP
GO:0009261	ribonucleotide catabolic process	7	2	0.26	0.02503	1	BP
GO:0043951	negative regulation of cAMP-mediated sig...	7	2	0.26	0.02503	1	BP
GO:0031113	regulation of microtubule polymerization	7	2	0.26	0.02503	1	BP
GO:1903828	negative regulation of protein localizat...	46	5	1.7	0.02507	1	BP
GO:0044839	cell cycle G2/M phase transition	46	5	1.7	0.02507	1	BP
GO:0071417	cellular response to organonitrogen comp...	117	9	4.32	0.02528	1	BP
GO:0032268	regulation of cellular protein metabolic...	354	20	13.07	0.0258	1	BP
GO:0000018	regulation of DNA recombination	18	3	0.66	0.02641	1	BP
GO:0051492	regulation of stress fiber assembly	18	3	0.66	0.02641	1	BP
GO:0031110	regulation of microtubule polymerization...	18	3	0.66	0.02641	1	BP
GO:0008203	cholesterol metabolic process	18	3	0.66	0.02641	1	BP
GO:0140014	mitotic nuclear division	47	5	1.74	0.02727	1	BP
GO:0010952	positive regulation of peptidase activit...	32	4	1.18	0.02805	1	BP
GO:0051224	negative regulation of protein transport	32	4	1.18	0.02805	1	BP
GO:1903047	mitotic cell cycle process	159	11	5.87	0.02808	1	BP
GO:0006816	calcium ion transport	64	6	2.36	0.02812	1	BP
GO:0099177	regulation of trans-synaptic signaling	82	7	3.03	0.02876	1	BP
GO:0050804	modulation of chemical synaptic transmis...	82	7	3.03	0.02876	1	BP
GO:0070588	calcium ion transmembrane transport	48	5	1.77	0.02959	1	BP
GO:0018105	peptidyl-serine phosphorylation	48	5	1.77	0.02959	1	BP
GO:0050807	regulation of synapse organization	65	6	2.4	0.03009	1	BP
GO:1901615	organic hydroxy compound metabolic proce...	83	7	3.07	0.0305	1	BP
GO:0040017	positive regulation of locomotion	83	7	3.07	0.0305	1	BP
GO:0006281	DNA repair	83	7	3.07	0.0305	1	BP
GO:0110020	regulation of actomyosin structure organ...	19	3	0.7	0.03055	1	BP
GO:0009142	nucleoside triphosphate biosynthetic pro...	19	3	0.7	0.03055	1	BP
GO:0009145	purine nucleoside triphosphate biosynthe...	19	3	0.7	0.03055	1	BP
GO:0009201	ribonucleoside triphosphate biosynthetic...	19	3	0.7	0.03055	1	BP
GO:0009206	purine ribonucleoside triphosphate biosy...	19	3	0.7	0.03055	1	BP
GO:0006754	ATP biosynthetic process	19	3	0.7	0.03055	1	BP
GO:1904950	negative regulation of establishment of ...	33	4	1.22	0.03105	1	BP
GO:0043281	regulation of cysteine-type endopeptidas...	33	4	1.22	0.03105	1	BP
GO:0018209	peptidyl-serine modification	49	5	1.81	0.03203	1	BP
GO:0051052	regulation of DNA metabolic process	66	6	2.44	0.03216	1	BP
GO:1903715	regulation of aerobic respiration	8	2	0.3	0.03259	1	BP
GO:0016226	iron-sulfur cluster assembly	8	2	0.3	0.03259	1	BP
GO:0030858	positive regulation of epithelial cell d...	8	2	0.3	0.03259	1	BP
GO:0061983	meiosis II cell cycle process	8	2	0.3	0.03259	1	BP
GO:0032232	negative regulation of actin filament bu...	8	2	0.3	0.03259	1	BP
GO:0007064	mitotic sister chromatid cohesion	8	2	0.3	0.03259	1	BP
GO:0071168	protein localization to chromatin	8	2	0.3	0.03259	1	BP
GO:0045540	regulation of cholesterol biosynthetic p...	8	2	0.3	0.03259	1	BP
GO:0046326	positive regulation of glucose import	8	2	0.3	0.03259	1	BP
GO:0072553	terminal button organization	8	2	0.3	0.03259	1	BP
GO:1902803	regulation of synaptic vesicle transport	8	2	0.3	0.03259	1	BP
