GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0001959	regulation of cytokine-mediated signalin...	3	2	0.04	0.00054	1	BP
GO:0006352	DNA-templated transcription, initiation	6	2	0.09	0.00264	1	BP
GO:0030111	regulation of Wnt signaling pathway	13	2	0.19	0.0131	1	BP
GO:2000480	negative regulation of cAMP-dependent pr...	1	1	0.01	0.01471	1	BP
GO:0050855	regulation of B cell receptor signaling ...	1	1	0.01	0.01471	1	BP
GO:0043374	CD8-positive, alpha-beta T cell differen...	1	1	0.01	0.01471	1	BP
GO:0043376	regulation of CD8-positive, alpha-beta T...	1	1	0.01	0.01471	1	BP
GO:0043378	positive regulation of CD8-positive, alp...	1	1	0.01	0.01471	1	BP
GO:2000286	receptor internalization involved in can...	1	1	0.01	0.01471	1	BP
GO:0061641	CENP-A containing chromatin organization	1	1	0.01	0.01471	1	BP
GO:0045589	regulation of regulatory T cell differen...	1	1	0.01	0.01471	1	BP
GO:0046635	positive regulation of alpha-beta T cell...	1	1	0.01	0.01471	1	BP
GO:0046638	positive regulation of alpha-beta T cell...	1	1	0.01	0.01471	1	BP
GO:0034724	DNA replication-independent chromatin or...	1	1	0.01	0.01471	1	BP
GO:2001185	regulation of CD8-positive, alpha-beta T...	1	1	0.01	0.01471	1	BP
GO:2001187	positive regulation of CD8-positive, alp...	1	1	0.01	0.01471	1	BP
GO:0006334	nucleosome assembly	1	1	0.01	0.01471	1	BP
GO:0006336	DNA replication-independent chromatin as...	1	1	0.01	0.01471	1	BP
GO:0045066	regulatory T cell differentiation	1	1	0.01	0.01471	1	BP
GO:0034508	centromere complex assembly	1	1	0.01	0.01471	1	BP
GO:2000370	positive regulation of clathrin-dependen...	1	1	0.01	0.01471	1	BP
GO:0031293	membrane protein intracellular domain pr...	1	1	0.01	0.01471	1	BP
GO:0034080	CENP-A containing chromatin assembly	1	1	0.01	0.01471	1	BP
GO:0031055	chromatin remodeling at centromere	1	1	0.01	0.01471	1	BP
GO:1904146	positive regulation of meiotic cell cycl...	1	1	0.01	0.01471	1	BP
GO:0035206	regulation of hemocyte proliferation	1	1	0.01	0.01471	1	BP
GO:0036037	CD8-positive, alpha-beta T cell activati...	1	1	0.01	0.01471	1	BP
GO:0045616	regulation of keratinocyte differentiati...	1	1	0.01	0.01471	1	BP
GO:0045604	regulation of epidermal cell differentia...	1	1	0.01	0.01471	1	BP
GO:0016055	Wnt signaling pathway	19	2	0.28	0.02759	1	BP
GO:0198738	cell-cell signaling by wnt	19	2	0.28	0.02759	1	BP
GO:0034199	activation of protein kinase A activity	2	1	0.03	0.02923	1	BP
GO:0043371	negative regulation of CD4-positive, alp...	2	1	0.03	0.02923	1	BP
GO:0050434	positive regulation of viral transcripti...	2	1	0.03	0.02923	1	BP
GO:0045582	positive regulation of T cell differenti...	2	1	0.03	0.02923	1	BP
GO:0046639	negative regulation of alpha-beta T cell...	2	1	0.03	0.02923	1	BP
GO:2000810	regulation of bicellular tight junction ...	2	1	0.03	0.02923	1	BP
GO:1903537	meiotic cell cycle process involved in o...	2	1	0.03	0.02923	1	BP
GO:1903538	regulation of meiotic cell cycle process...	2	1	0.03	0.02923	1	BP
GO:0031497	chromatin assembly	2	1	0.03	0.02923	1	BP
GO:2000765	regulation of cytoplasmic translation	2	1	0.03	0.02923	1	BP
GO:0002181	cytoplasmic translation	2	1	0.03	0.02923	1	BP
GO:2000766	negative regulation of cytoplasmic trans...	2	1	0.03	0.02923	1	BP
GO:0070828	heterochromatin organization	2	1	0.03	0.02923	1	BP
GO:0045682	regulation of epidermis development	2	1	0.03	0.02923	1	BP
GO:2000515	negative regulation of CD4-positive, alp...	2	1	0.03	0.02923	1	BP
GO:0045621	positive regulation of lymphocyte differ...	2	1	0.03	0.02923	1	BP
GO:0065004	protein-DNA complex assembly	2	1	0.03	0.02923	1	BP
GO:0043392	negative regulation of DNA binding	2	1	0.03	0.02923	1	BP
GO:0051446	positive regulation of meiotic cell cycl...	2	1	0.03	0.02923	1	BP
GO:0097332	response to antipsychotic drug	2	1	0.03	0.02923	1	BP
GO:0010803	regulation of tumor necrosis factor-medi...	2	1	0.03	0.02923	1	BP
GO:0097338	response to clozapine	2	1	0.03	0.02923	1	BP
GO:0090090	negative regulation of canonical Wnt sig...	2	1	0.03	0.02923	1	BP
GO:0035172	hemocyte proliferation	2	1	0.03	0.02923	1	BP
GO:0008333	endosome to lysosome transport	2	1	0.03	0.02923	1	BP
GO:0051172	negative regulation of nitrogen compound...	96	4	1.41	0.02934	1	BP
GO:0071695	anatomical structure maturation	20	2	0.29	0.03046	1	BP
GO:0048469	cell maturation	20	2	0.29	0.03046	1	BP
GO:0010605	negative regulation of macromolecule met...	102	4	1.5	0.03646	1	BP
GO:0031324	negative regulation of cellular metaboli...	103	4	1.51	0.03775	1	BP
GO:0021700	developmental maturation	23	2	0.34	0.03974	1	BP
GO:0050776	regulation of immune response	24	2	0.35	0.04307	1	BP
GO:0035710	CD4-positive, alpha-beta T cell activati...	3	1	0.04	0.04358	1	BP
GO:0050853	B cell receptor signaling pathway	3	1	0.04	0.04358	1	BP
GO:0043370	regulation of CD4-positive, alpha-beta T...	3	1	0.04	0.04358	1	BP
GO:0050854	regulation of antigen receptor-mediated ...	3	1	0.04	0.04358	1	BP
GO:2000479	regulation of cAMP-dependent protein kin...	3	1	0.04	0.04358	1	BP
GO:0007041	lysosomal transport	3	1	0.04	0.04358	1	BP
GO:0030216	keratinocyte differentiation	3	1	0.04	0.04358	1	BP
GO:0045581	negative regulation of T cell differenti...	3	1	0.04	0.04358	1	BP
GO:0046632	alpha-beta T cell differentiation	3	1	0.04	0.04358	1	BP
GO:0046636	negative regulation of alpha-beta T cell...	3	1	0.04	0.04358	1	BP
GO:0046637	regulation of alpha-beta T cell differen...	3	1	0.04	0.04358	1	BP
GO:0034728	nucleosome organization	3	1	0.04	0.04358	1	BP
GO:0060216	definitive hemopoiesis	3	1	0.04	0.04358	1	BP
GO:2000369	regulation of clathrin-dependent endocyt...	3	1	0.04	0.04358	1	BP
GO:0046782	regulation of viral transcription	3	1	0.04	0.04358	1	BP
GO:0043486	histone exchange	3	1	0.04	0.04358	1	BP
GO:0033619	membrane protein proteolysis	3	1	0.04	0.04358	1	BP
GO:0019083	viral transcription	3	1	0.04	0.04358	1	BP
GO:0006509	membrane protein ectodomain proteolysis	3	1	0.04	0.04358	1	BP
GO:0070830	bicellular tight junction assembly	3	1	0.04	0.04358	1	BP
GO:0071377	cellular response to glucagon stimulus	3	1	0.04	0.04358	1	BP
GO:0033209	tumor necrosis factor-mediated signaling...	3	1	0.04	0.04358	1	BP
GO:0045652	regulation of megakaryocyte differentiat...	3	1	0.04	0.04358	1	BP
GO:2000514	regulation of CD4-positive, alpha-beta T...	3	1	0.04	0.04358	1	BP
GO:0045620	negative regulation of lymphocyte differ...	3	1	0.04	0.04358	1	BP
GO:0051445	regulation of meiotic cell cycle	3	1	0.04	0.04358	1	BP
GO:0043367	CD4-positive, alpha-beta T cell differen...	3	1	0.04	0.04358	1	BP
GO:0033146	regulation of intracellular estrogen rec...	3	1	0.04	0.04358	1	BP
GO:0009892	negative regulation of metabolic process	113	4	1.66	0.05234	1	BP
GO:0071901	negative regulation of protein serine/th...	4	1	0.06	0.05775	1	BP
GO:0050870	positive regulation of T cell activation	4	1	0.06	0.05775	1	BP
GO:0006367	transcription initiation from RNA polyme...	4	1	0.06	0.05775	1	BP
GO:0045580	regulation of T cell differentiation	4	1	0.06	0.05775	1	BP
GO:0046631	alpha-beta T cell activation	4	1	0.06	0.05775	1	BP
GO:0046634	regulation of alpha-beta T cell activati...	4	1	0.06	0.05775	1	BP
GO:0071824	protein-DNA complex subunit organization	4	1	0.06	0.05775	1	BP
GO:0001556	oocyte maturation	4	1	0.06	0.05775	1	BP
GO:0019080	viral gene expression	4	1	0.06	0.05775	1	BP
GO:0051291	protein heterooligomerization	4	1	0.06	0.05775	1	BP
GO:0030520	intracellular estrogen receptor signalin...	4	1	0.06	0.05775	1	BP
GO:1900193	regulation of oocyte maturation	4	1	0.06	0.05775	1	BP
GO:1900195	positive regulation of oocyte maturation	4	1	0.06	0.05775	1	BP
GO:1903039	positive regulation of leukocyte cell-ce...	4	1	0.06	0.05775	1	BP
GO:0002092	positive regulation of receptor internal...	4	1	0.06	0.05775	1	BP
GO:0033762	response to glucagon	4	1	0.06	0.05775	1	BP
GO:0097711	ciliary basal body-plasma membrane docki...	4	1	0.06	0.05775	1	BP
GO:0060255	regulation of macromolecule metabolic pr...	179	5	2.63	0.06048	1	BP
GO:0031325	positive regulation of cellular metaboli...	119	4	1.75	0.06263	1	BP
GO:1905114	cell surface receptor signaling pathway ...	30	2	0.44	0.06518	1	BP
