GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0060296	regulation of cilium beat frequency invo...	2	2	0.06	0.001	1	BP
GO:1905868	regulation of 3'-UTR-mediated mRNA stabi...	2	2	0.06	0.001	1	BP
GO:2000756	regulation of peptidyl-lysine acetylatio...	12	3	0.39	0.0058	1	BP
GO:0032525	somite rostral/caudal axis specification	4	2	0.13	0.0059	1	BP
GO:1902667	regulation of axon guidance	24	4	0.77	0.0065	1	BP
GO:0048841	regulation of axon extension involved in...	13	3	0.42	0.0073	1	BP
GO:0007282	cystoblast division	5	2	0.16	0.0096	1	BP
GO:0048691	positive regulation of axon extension in...	5	2	0.16	0.0096	1	BP
GO:0050803	regulation of synapse structure or activ...	97	8	3.13	0.0117	1	BP
GO:0006999	nuclear pore organization	6	2	0.19	0.0142	1	BP
GO:0060612	adipose tissue development	6	2	0.19	0.0142	1	BP
GO:0050807	regulation of synapse organization	83	7	2.67	0.0161	1	BP
GO:0031103	axon regeneration	23	5	0.74	0.0175	1	BP
GO:0045806	negative regulation of endocytosis	18	3	0.58	0.0186	1	BP
GO:0007602	phototransduction	18	3	0.58	0.0186	1	BP
GO:0099174	regulation of presynapse organization	7	2	0.23	0.0194	1	BP
GO:0021522	spinal cord motor neuron differentiation	7	2	0.23	0.0194	1	BP
GO:1902855	regulation of non-motile cilium assembly	7	2	0.23	0.0194	1	BP
GO:0071786	endoplasmic reticulum tubular network or...	7	2	0.23	0.0194	1	BP
GO:0048934	peripheral nervous system neuron differe...	7	2	0.23	0.0194	1	BP
GO:0048935	peripheral nervous system neuron develop...	7	2	0.23	0.0194	1	BP
GO:0031102	neuron projection regeneration	24	5	0.77	0.0204	1	BP
GO:0051606	detection of stimulus	87	7	2.8	0.0205	1	BP
GO:0003407	neural retina development	19	3	0.61	0.0216	1	BP
GO:0021517	ventral spinal cord development	8	2	0.26	0.0253	1	BP
GO:2000758	positive regulation of peptidyl-lysine a...	8	2	0.26	0.0253	1	BP
GO:0001782	B cell homeostasis	8	2	0.26	0.0253	1	BP
GO:0045581	negative regulation of T cell differenti...	8	2	0.26	0.0253	1	BP
GO:0045620	negative regulation of lymphocyte differ...	8	2	0.26	0.0253	1	BP
GO:0007446	imaginal disc growth	8	2	0.26	0.0253	1	BP
GO:0061564	axon development	168	13	5.41	0.0286	1	BP
GO:0006935	chemotaxis	144	12	4.64	0.0305	1	BP
GO:0007063	regulation of sister chromatid cohesion	9	2	0.29	0.0319	1	BP
GO:2001207	regulation of transcription elongation f...	1	1	0.03	0.0322	1	BP
GO:2001208	negative regulation of transcription elo...	1	1	0.03	0.0322	1	BP
GO:0021756	striatum development	1	1	0.03	0.0322	1	BP
GO:1901569	fatty acid derivative catabolic process	1	1	0.03	0.0322	1	BP
GO:0035910	ascending aorta morphogenesis	1	1	0.03	0.0322	1	BP
GO:0002716	negative regulation of natural killer ce...	1	1	0.03	0.0322	1	BP
GO:0060288	formation of a compartment boundary	1	1	0.03	0.0322	1	BP
GO:0035905	ascending aorta development	1	1	0.03	0.0322	1	BP
