GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0050807	regulation of synapse organization	13	6	1.05	2e-04	1	BP
GO:0007494	midgut development	3	3	0.24	0.00049	1	BP
GO:0014898	cardiac muscle hypertrophy in response t...	4	3	0.32	0.00183	1	BP
GO:0003179	heart valve morphogenesis	4	3	0.32	0.00183	1	BP
GO:1903131	mononuclear cell differentiation	14	5	1.13	0.00302	1	BP
GO:0003281	ventricular septum development	5	3	0.4	0.00433	1	BP
GO:0048641	regulation of skeletal muscle tissue dev...	5	3	0.4	0.00433	1	BP
GO:2001014	regulation of skeletal muscle cell diffe...	2	2	0.16	0.00636	1	BP
GO:0043951	negative regulation of cAMP-mediated sig...	2	2	0.16	0.00636	1	BP
GO:0033273	response to vitamin	2	2	0.16	0.00636	1	BP
GO:0001937	negative regulation of endothelial cell ...	2	2	0.16	0.00636	1	BP
GO:0003211	cardiac ventricle formation	2	2	0.16	0.00636	1	BP
GO:0090051	negative regulation of cell migration in...	2	2	0.16	0.00636	1	BP
GO:1903671	negative regulation of sprouting angioge...	2	2	0.16	0.00636	1	BP
GO:0035306	positive regulation of dephosphorylation	6	3	0.49	0.00818	1	BP
GO:0062014	negative regulation of small molecule me...	6	3	0.49	0.00818	1	BP
GO:0003158	endothelium development	6	3	0.49	0.00818	1	BP
GO:0034645	cellular macromolecule biosynthetic proc...	140	18	11.32	0.01038	1	BP
GO:0009059	macromolecule biosynthetic process	142	18	11.49	0.01229	1	BP
GO:0051588	regulation of neurotransmitter transport	7	3	0.57	0.01353	1	BP
GO:0046928	regulation of neurotransmitter secretion	7	3	0.57	0.01353	1	BP
GO:0051963	regulation of synapse assembly	7	3	0.57	0.01353	1	BP
GO:0048638	regulation of developmental growth	27	6	2.18	0.01514	1	BP
GO:0008586	imaginal disc-derived wing vein morphoge...	3	2	0.24	0.01811	1	BP
GO:0071107	response to parathyroid hormone	3	2	0.24	0.01811	1	BP
GO:2000479	regulation of cAMP-dependent protein kin...	3	2	0.24	0.01811	1	BP
GO:0003143	embryonic heart tube morphogenesis	3	2	0.24	0.01811	1	BP
GO:0060412	ventricular septum morphogenesis	3	2	0.24	0.01811	1	BP
GO:0001947	heart looping	3	2	0.24	0.01811	1	BP
GO:0051304	chromosome separation	3	2	0.24	0.01811	1	BP
GO:0071374	cellular response to parathyroid hormone...	3	2	0.24	0.01811	1	BP
GO:0030224	monocyte differentiation	3	2	0.24	0.01811	1	BP
GO:0098742	cell-cell adhesion via plasma-membrane a...	3	2	0.24	0.01811	1	BP
GO:0031401	positive regulation of protein modificat...	45	8	3.64	0.01923	1	BP
GO:1901888	regulation of cell junction assembly	14	4	1.13	0.01996	1	BP
GO:0099643	signal release from synapse	14	4	1.13	0.01996	1	BP
GO:0019722	calcium-mediated signaling	14	4	1.13	0.01996	1	BP
GO:0007269	neurotransmitter secretion	14	4	1.13	0.01996	1	BP
GO:0043502	regulation of muscle adaptation	8	3	0.65	0.02046	1	BP
GO:0040008	regulation of growth	38	7	3.07	0.02411	1	BP
GO:0071805	potassium ion transmembrane transport	15	4	1.21	0.02567	1	BP
GO:1901362	organic cyclic compound biosynthetic pro...	140	17	11.32	0.02584	1	BP
GO:0030182	neuron differentiation	86	12	6.96	0.0261	1	BP
GO:0006351	transcription, DNA-templated	118	15	9.54	0.02656	1	BP
GO:0097659	nucleic acid-templated transcription	119	15	9.62	0.02873	1	BP
GO:0032774	RNA biosynthetic process	119	15	9.62	0.02873	1	BP
GO:0007602	phototransduction	9	3	0.73	0.029	1	BP
GO:0016202	regulation of striated muscle tissue dev...	9	3	0.73	0.029	1	BP
GO:0048634	regulation of muscle organ development	9	3	0.73	0.029	1	BP
GO:0001505	regulation of neurotransmitter levels	23	5	1.86	0.02965	1	BP
GO:0045927	positive regulation of growth	23	5	1.86	0.02965	1	BP
GO:0034329	cell junction assembly	23	5	1.86	0.02965	1	BP
GO:0007611	learning or memory	40	7	3.24	0.03157	1	BP
GO:0120036	plasma membrane bounded cell projection ...	78	11	6.31	0.03178	1	BP
GO:0007476	imaginal disc-derived wing morphogenesis	16	4	1.29	0.03228	1	BP
GO:0048468	cell development	121	15	9.79	0.03349	1	BP
GO:0003007	heart morphogenesis	12	5	0.97	0.03357	1	BP
GO:0048699	generation of neurons	89	12	7.2	0.034	1	BP
GO:0099177	regulation of trans-synaptic signaling	32	6	2.59	0.03431	1	BP
GO:0050804	modulation of chemical synaptic transmis...	32	6	2.59	0.03431	1	BP
GO:0097720	calcineurin-mediated signaling	4	2	0.32	0.03438	1	BP
GO:0070884	regulation of calcineurin-NFAT signaling...	4	2	0.32	0.03438	1	BP
GO:0033173	calcineurin-NFAT signaling cascade	4	2	0.32	0.03438	1	BP
GO:0035307	positive regulation of protein dephospho...	4	2	0.32	0.03438	1	BP
GO:0106056	regulation of calcineurin-mediated signa...	4	2	0.32	0.03438	1	BP
GO:0035904	aorta development	4	2	0.32	0.03438	1	BP
GO:0060411	cardiac septum morphogenesis	4	2	0.32	0.03438	1	BP
GO:0000819	sister chromatid segregation	4	2	0.32	0.03438	1	BP
GO:0021575	hindbrain morphogenesis	4	2	0.32	0.03438	1	BP
GO:0048016	inositol phosphate-mediated signaling	4	2	0.32	0.03438	1	BP
GO:0061371	determination of heart left/right asymme...	4	2	0.32	0.03438	1	BP
GO:0035050	embryonic heart tube development	4	2	0.32	0.03438	1	BP
GO:0030279	negative regulation of ossification	4	2	0.32	0.03438	1	BP
GO:0071498	cellular response to fluid shear stress	4	2	0.32	0.03438	1	BP
GO:0034405	response to fluid shear stress	4	2	0.32	0.03438	1	BP
GO:0030030	cell projection organization	79	11	6.39	0.0348	1	BP
