GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002021	response to dietary excess	5	2	0.06	0.0011	1	BP
GO:0045732	positive regulation of protein catabolic...	54	4	0.6	0.0024	1	BP
GO:0033059	cellular pigmentation	10	2	0.11	0.0049	1	BP
GO:0007602	phototransduction	14	2	0.15	0.0097	1	BP
GO:1903804	glycine import across plasma membrane	1	1	0.01	0.011	1	BP
GO:0070922	RISC complex assembly	1	1	0.01	0.011	1	BP
GO:0090244	Wnt signaling pathway involved in somito...	1	1	0.01	0.011	1	BP
GO:0031048	heterochromatin assembly by small RNA	1	1	0.01	0.011	1	BP
GO:1904555	L-proline transmembrane transport	1	1	0.01	0.011	1	BP
GO:1901143	insulin catabolic process	1	1	0.01	0.011	1	BP
GO:1904556	L-tryptophan transmembrane transport	1	1	0.01	0.011	1	BP
GO:0016093	polyprenol metabolic process	1	1	0.01	0.011	1	BP
GO:0016094	polyprenol biosynthetic process	1	1	0.01	0.011	1	BP
GO:0036153	triglyceride acyl-chain remodeling	1	1	0.01	0.011	1	BP
GO:0019408	dolichol biosynthetic process	1	1	0.01	0.011	1	BP
GO:0015824	proline transport	1	1	0.01	0.011	1	BP
GO:0015827	tryptophan transport	1	1	0.01	0.011	1	BP
GO:0035524	proline transmembrane transport	1	1	0.01	0.011	1	BP
GO:0015816	glycine transport	1	1	0.01	0.011	1	BP
GO:0043327	chemotaxis to cAMP	1	1	0.01	0.011	1	BP
GO:1900923	regulation of glycine import across plas...	1	1	0.01	0.011	1	BP
GO:1900925	positive regulation of glycine import ac...	1	1	0.01	0.011	1	BP
GO:1905647	proline import across plasma membrane	1	1	0.01	0.011	1	BP
GO:0046465	dolichyl diphosphate metabolic process	1	1	0.01	0.011	1	BP
GO:0032973	amino acid export across plasma membrane	1	1	0.01	0.011	1	BP
GO:0045829	negative regulation of isotype switching	1	1	0.01	0.011	1	BP
GO:0032516	positive regulation of phosphoprotein ph...	1	1	0.01	0.011	1	BP
GO:0010898	positive regulation of triglyceride cata...	1	1	0.01	0.011	1	BP
GO:1904271	L-proline import across plasma membrane	1	1	0.01	0.011	1	BP
GO:0072741	protein localization to cell division si...	1	1	0.01	0.011	1	BP
GO:0090062	regulation of trehalose metabolic proces...	1	1	0.01	0.011	1	BP
GO:1903232	melanosome assembly	1	1	0.01	0.011	1	BP
GO:0010815	bradykinin catabolic process	1	1	0.01	0.011	1	BP
