GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007602	phototransduction	14	4	0.56	0.0018	1	BP
GO:0071805	potassium ion transmembrane transport	24	5	0.97	0.0021	1	BP
GO:0021575	hindbrain morphogenesis	9	3	0.36	0.0044	1	BP
GO:0061074	regulation of neural retina development	3	2	0.12	0.0047	1	BP
GO:1902866	regulation of retina development in came...	3	2	0.12	0.0047	1	BP
GO:0032525	somite rostral/caudal axis specification	3	2	0.12	0.0047	1	BP
GO:0035148	tube formation	42	6	1.69	0.0057	1	BP
GO:0045927	positive regulation of growth	85	9	3.42	0.0059	1	BP
GO:0051928	positive regulation of calcium ion trans...	19	4	0.76	0.0059	1	BP
GO:0003170	heart valve development	10	3	0.4	0.0061	1	BP
GO:0006366	transcription by RNA polymerase II	325	22	13.08	0.0064	1	BP
GO:0010629	negative regulation of gene expression	288	20	11.59	0.0074	1	BP
GO:0042330	taxis	121	11	4.87	0.0075	1	BP
GO:1903506	regulation of nucleic acid-templated tra...	393	25	15.82	0.0079	1	BP
GO:0060563	neuroepithelial cell differentiation	21	4	0.85	0.0086	1	BP
GO:0030322	stabilization of membrane potential	4	2	0.16	0.0091	1	BP
GO:0003407	neural retina development	15	5	0.6	0.0099	1	BP
GO:0031327	negative regulation of cellular biosynth...	236	17	9.5	0.0099	1	BP
GO:0006357	regulation of transcription by RNA polym...	297	20	11.95	0.0104	1	BP
GO:0050803	regulation of synapse structure or activ...	77	8	3.1	0.0105	1	BP
GO:0007610	behavior	258	18	10.38	0.0109	1	BP
GO:0051253	negative regulation of RNA metabolic pro...	200	15	8.05	0.0109	1	BP
GO:0006355	regulation of transcription, DNA-templat...	383	24	15.41	0.0115	1	BP
GO:0045892	negative regulation of transcription, DN...	183	14	7.36	0.0119	1	BP
GO:0051172	negative regulation of nitrogen compound...	343	22	13.8	0.0123	1	BP
GO:1903507	negative regulation of nucleic acid-temp...	185	14	7.44	0.013	1	BP
GO:1902679	negative regulation of RNA biosynthetic ...	185	14	7.44	0.013	1	BP
GO:0050807	regulation of synapse organization	65	7	2.62	0.0137	1	BP
GO:0006935	chemotaxis	114	10	4.59	0.0138	1	BP
GO:0007601	visual perception	24	4	0.97	0.0139	1	BP
GO:0003231	cardiac ventricle development	24	4	0.97	0.0139	1	BP
GO:0072175	epithelial tube formation	37	5	1.49	0.0147	1	BP
GO:0007282	cystoblast division	5	2	0.2	0.0148	1	BP
GO:0060612	adipose tissue development	5	2	0.2	0.0148	1	BP
GO:1902855	regulation of non-motile cilium assembly	5	2	0.2	0.0148	1	BP
GO:0071786	endoplasmic reticulum tubular network or...	5	2	0.2	0.0148	1	BP
GO:0000122	negative regulation of transcription by ...	133	11	5.35	0.015	1	BP
GO:0007517	muscle organ development	67	7	2.7	0.016	1	BP
GO:0050877	nervous system process	209	15	8.41	0.0161	1	BP
GO:0003007	heart morphogenesis	52	6	2.09	0.0162	1	BP
GO:0003158	endothelium development	14	3	0.56	0.0165	1	BP
GO:0003281	ventricular septum development	14	3	0.56	0.0165	1	BP
GO:0043967	histone H4 acetylation	14	3	0.56	0.0165	1	BP
GO:0050953	sensory perception of light stimulus	26	4	1.05	0.0184	1	BP
GO:0007411	axon guidance	86	8	3.46	0.0197	1	BP
GO:0050808	synapse organization	103	9	4.14	0.0199	1	BP
GO:0021702	cerebellar Purkinje cell differentiation	6	2	0.24	0.0216	1	BP
GO:2000479	regulation of cAMP-dependent protein kin...	6	2	0.24	0.0216	1	BP
GO:0021522	spinal cord motor neuron differentiation	6	2	0.24	0.0216	1	BP
GO:0009154	purine ribonucleotide catabolic process	6	2	0.24	0.0216	1	BP
GO:0021694	cerebellar Purkinje cell layer formation	6	2	0.24	0.0216	1	BP
GO:0021697	cerebellar cortex formation	6	2	0.24	0.0216	1	BP
GO:0006195	purine nucleotide catabolic process	6	2	0.24	0.0216	1	BP
GO:0040010	positive regulation of growth rate	6	2	0.24	0.0216	1	BP
GO:0072523	purine-containing compound catabolic pro...	6	2	0.24	0.0216	1	BP
GO:0050906	detection of stimulus involved in sensor...	28	4	1.13	0.0238	1	BP
GO:0097485	neuron projection guidance	89	8	3.58	0.0238	1	BP
GO:2000113	negative regulation of cellular macromol...	220	15	8.85	0.0249	1	BP
GO:0045934	negative regulation of nucleobase-contai...	220	15	8.85	0.0249	1	BP
GO:0048871	multicellular organismal homeostasis	58	6	2.33	0.0266	1	BP
GO:0001841	neural tube formation	29	4	1.17	0.0267	1	BP
GO:0050885	neuromuscular process controlling balanc...	17	3	0.68	0.0283	1	BP
GO:0010558	negative regulation of macromolecule bio...	224	15	9.01	0.0289	1	BP
GO:2000112	regulation of cellular macromolecule bio...	458	26	18.43	0.0289	1	BP
GO:0061099	negative regulation of protein tyrosine ...	7	2	0.28	0.0294	1	BP
GO:0021517	ventral spinal cord development	7	2	0.28	0.0294	1	BP
GO:0021533	cell differentiation in hindbrain	7	2	0.28	0.0294	1	BP
GO:0021692	cerebellar Purkinje cell layer morphogen...	7	2	0.28	0.0294	1	BP
GO:0021696	cerebellar cortex morphogenesis	7	2	0.28	0.0294	1	BP
GO:0009261	ribonucleotide catabolic process	7	2	0.28	0.0294	1	BP
GO:2000758	positive regulation of peptidyl-lysine a...	7	2	0.28	0.0294	1	BP
GO:0003179	heart valve morphogenesis	7	2	0.28	0.0294	1	BP
GO:0043951	negative regulation of cAMP-mediated sig...	7	2	0.28	0.0294	1	BP
GO:0008258	head involution	7	2	0.28	0.0294	1	BP
GO:0048934	peripheral nervous system neuron differe...	7	2	0.28	0.0294	1	BP
GO:0048935	peripheral nervous system neuron develop...	7	2	0.28	0.0294	1	BP
GO:0003091	renal water homeostasis	7	2	0.28	0.0294	1	BP
GO:0003205	cardiac chamber development	30	4	1.21	0.0299	1	BP
GO:0003008	system process	287	18	11.55	0.0306	1	BP
GO:0043543	protein acylation	45	5	1.81	0.032	1	BP
GO:0048639	positive regulation of developmental gro...	63	6	2.54	0.0381	1	BP
GO:0021587	cerebellum morphogenesis	8	2	0.32	0.0382	1	BP
GO:0021515	cell differentiation in spinal cord	8	2	0.32	0.0382	1	BP
GO:0030858	positive regulation of epithelial cell d...	8	2	0.32	0.0382	1	BP
GO:0060042	retina morphogenesis in camera-type eye	8	2	0.32	0.0382	1	BP
GO:0034330	cell junction organization	134	10	5.39	0.0385	1	BP
GO:2001207	regulation of transcription elongation f...	1	1	0.04	0.0402	1	BP
GO:2001208	negative regulation of transcription elo...	1	1	0.04	0.0402	1	BP
GO:0021756	striatum development	1	1	0.04	0.0402	1	BP
GO:1901569	fatty acid derivative catabolic process	1	1	0.04	0.0402	1	BP
GO:0051878	lateral element assembly	1	1	0.04	0.0402	1	BP
GO:1903790	guanine nucleotide transmembrane transpo...	1	1	0.04	0.0402	1	BP
GO:0035910	ascending aorta morphogenesis	1	1	0.04	0.0402	1	BP
GO:0002716	negative regulation of natural killer ce...	1	1	0.04	0.0402	1	BP
GO:0001306	age-dependent response to oxidative stre...	1	1	0.04	0.0402	1	BP
GO:0051835	positive regulation of synapse structura...	1	1	0.04	0.0402	1	BP
GO:0060288	formation of a compartment boundary	1	1	0.04	0.0402	1	BP
GO:0046836	glycolipid transport	1	1	0.04	0.0402	1	BP
GO:0035905	ascending aorta development	1	1	0.04	0.0402	1	BP
GO:0070729	cyclic nucleotide transport	1	1	0.04	0.0402	1	BP
GO:1903716	guanine transmembrane transport	1	1	0.04	0.0402	1	BP
GO:0070731	cGMP transport	1	1	0.04	0.0402	1	BP
GO:1901069	guanosine-containing compound catabolic ...	1	1	0.04	0.0402	1	BP
GO:0038108	negative regulation of appetite by lepti...	1	1	0.04	0.0402	1	BP
