GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0045678	positive regulation of R7 cell different...	2	2	0.07	0.0012	1	BP
GO:0043312	neutrophil degranulation	72	8	2.5	0.0028	1	BP
GO:0050729	positive regulation of inflammatory resp...	9	3	0.31	0.0029	1	BP
GO:0015985	energy coupled proton transport, down el...	3	2	0.1	0.0035	1	BP
GO:0015986	proton motive force-driven ATP synthesis	3	2	0.1	0.0035	1	BP
GO:0043508	negative regulation of JUN kinase activi...	3	2	0.1	0.0035	1	BP
GO:0043032	positive regulation of macrophage activa...	3	2	0.1	0.0035	1	BP
GO:0040013	negative regulation of locomotion	46	6	1.6	0.0043	1	BP
GO:0030100	regulation of endocytosis	62	7	2.15	0.0047	1	BP
GO:0071216	cellular response to biotic stimulus	22	4	0.76	0.006	1	BP
GO:0046640	regulation of alpha-beta T cell prolifer...	4	2	0.14	0.0068	1	BP
GO:2000242	negative regulation of reproductive proc...	4	2	0.14	0.0068	1	BP
GO:0097178	ruffle assembly	4	2	0.14	0.0068	1	BP
GO:0140029	exocytic process	24	4	0.83	0.0083	1	BP
GO:0007163	establishment or maintenance of cell pol...	69	7	2.4	0.0086	1	BP
GO:0048278	vesicle docking	14	3	0.49	0.0111	1	BP
GO:0006904	vesicle docking involved in exocytosis	14	3	0.49	0.0111	1	BP
GO:0030859	polarized epithelial cell differentiatio...	5	2	0.17	0.0111	1	BP
GO:0030517	negative regulation of axon extension	5	2	0.17	0.0111	1	BP
GO:0061478	response to platelet aggregation inhibit...	5	2	0.17	0.0111	1	BP
GO:0072678	T cell migration	5	2	0.17	0.0111	1	BP
GO:0045665	negative regulation of neuron differenti...	42	5	1.46	0.0136	1	BP
GO:0045807	positive regulation of endocytosis	43	5	1.49	0.015	1	BP
GO:0048666	neuron development	288	17	10	0.0153	1	BP
GO:0018107	peptidyl-threonine phosphorylation	16	3	0.56	0.0162	1	BP
GO:0050771	negative regulation of axonogenesis	6	2	0.21	0.0163	1	BP
GO:0071425	hematopoietic stem cell proliferation	6	2	0.21	0.0163	1	BP
GO:0070986	left/right axis specification	6	2	0.21	0.0163	1	BP
GO:0030258	lipid modification	30	4	1.04	0.0184	1	BP
GO:0018210	peptidyl-threonine modification	17	3	0.59	0.0192	1	BP
GO:0051209	release of sequestered calcium ion into ...	17	3	0.59	0.0192	1	BP
GO:0035556	intracellular signal transduction	362	21	12.57	0.0221	1	BP
GO:0010799	regulation of peptidyl-threonine phospho...	7	2	0.24	0.0223	1	BP
GO:2000050	regulation of non-canonical Wnt signalin...	7	2	0.24	0.0223	1	BP
GO:0016239	positive regulation of macroautophagy	18	3	0.63	0.0224	1	BP
GO:0051282	regulation of sequestering of calcium io...	19	3	0.66	0.026	1	BP
GO:0051283	negative regulation of sequestering of c...	19	3	0.66	0.026	1	BP
GO:0071345	cellular response to cytokine stimulus	106	8	3.68	0.0274	1	BP
GO:0001945	lymph vessel development	8	2	0.28	0.029	1	BP
GO:0002532	production of molecular mediator involve...	8	2	0.28	0.029	1	BP
GO:0030595	leukocyte chemotaxis	8	2	0.28	0.029	1	BP
GO:0001782	B cell homeostasis	8	2	0.28	0.029	1	BP
GO:0010771	negative regulation of cell morphogenesi...	8	2	0.28	0.029	1	BP
GO:0070228	regulation of lymphocyte apoptotic proce...	8	2	0.28	0.029	1	BP
GO:0097553	calcium ion transmembrane import into cy...	20	3	0.69	0.0299	1	BP
GO:0002699	positive regulation of immune effector p...	20	3	0.69	0.0299	1	BP
GO:0035088	establishment or maintenance of apical/b...	20	3	0.69	0.0299	1	BP
GO:0061245	establishment or maintenance of bipolar ...	20	3	0.69	0.0299	1	BP
GO:0051208	sequestering of calcium ion	20	3	0.69	0.0299	1	BP
GO:0007399	nervous system development	481	25	16.71	0.033	1	BP
GO:0002119	nematode larval development	71	6	2.47	0.0338	1	BP
GO:0055085	transmembrane transport	206	14	7.15	0.034	1	BP
GO:0019221	cytokine-mediated signaling pathway	53	5	1.84	0.0342	1	BP
GO:0070245	positive regulation of thymocyte apoptot...	1	1	0.03	0.0347	1	BP
GO:0045467	R7 cell development	1	1	0.03	0.0347	1	BP
GO:0150011	regulation of neuron projection arboriza...	1	1	0.03	0.0347	1	BP
GO:0150012	positive regulation of neuron projection...	1	1	0.03	0.0347	1	BP
GO:0051885	positive regulation of timing of anagen	1	1	0.03	0.0347	1	BP
GO:1905461	positive regulation of vascular associat...	1	1	0.03	0.0347	1	BP
GO:2000465	regulation of glycogen (starch) synthase...	1	1	0.03	0.0347	1	BP
GO:2000466	negative regulation of glycogen (starch)...	1	1	0.03	0.0347	1	BP
GO:1905459	regulation of vascular associated smooth...	1	1	0.03	0.0347	1	BP
GO:0010934	macrophage cytokine production	1	1	0.03	0.0347	1	BP
GO:0010935	regulation of macrophage cytokine produc...	1	1	0.03	0.0347	1	BP
GO:0038156	interleukin-3-mediated signaling pathway	1	1	0.03	0.0347	1	BP
GO:0072414	response to mitotic cell cycle checkpoin...	1	1	0.03	0.0347	1	BP
GO:0042492	gamma-delta T cell differentiation	1	1	0.03	0.0347	1	BP
GO:0072432	response to G1 DNA damage checkpoint sig...	1	1	0.03	0.0347	1	BP
GO:1905438	non-canonical Wnt signaling pathway invo...	1	1	0.03	0.0347	1	BP
GO:0060233	oenocyte delamination	1	1	0.03	0.0347	1	BP
GO:0051598	meiotic recombination checkpoint signali...	1	1	0.03	0.0347	1	BP
GO:0061081	positive regulation of myeloid leukocyte...	1	1	0.03	0.0347	1	BP
GO:0061082	myeloid leukocyte cytokine production	1	1	0.03	0.0347	1	BP
GO:0060762	regulation of branching involved in mamm...	1	1	0.03	0.0347	1	BP
