GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0046578	regulation of Ras protein signal transdu...	42	7	1.76	0.0015	1	BP
GO:1901070	guanosine-containing compound biosynthet...	2	2	0.08	0.0017	1	BP
GO:0044854	plasma membrane raft assembly	2	2	0.08	0.0017	1	BP
GO:0006183	GTP biosynthetic process	2	2	0.08	0.0017	1	BP
GO:0048383	mesectoderm development	2	2	0.08	0.0017	1	BP
GO:0071360	cellular response to exogenous dsRNA	2	2	0.08	0.0017	1	BP
GO:0003380	establishment or maintenance of cytoskel...	2	2	0.08	0.0017	1	BP
GO:0002164	larval development	141	14	5.9	0.0018	1	BP
GO:0007189	adenylate cyclase-activating G protein-c...	14	4	0.59	0.0021	1	BP
GO:0098657	import into cell	134	13	5.61	0.0033	1	BP
GO:0010866	regulation of triglyceride biosynthetic ...	8	3	0.33	0.0034	1	BP
GO:0033146	regulation of intracellular estrogen rec...	8	3	0.33	0.0034	1	BP
GO:0032924	activin receptor signaling pathway	8	3	0.33	0.0034	1	BP
GO:1901880	negative regulation of protein depolymer...	16	4	0.67	0.0036	1	BP
GO:0007411	axon guidance	105	11	4.39	0.0038	1	BP
GO:0050778	positive regulation of immune response	76	9	3.18	0.0039	1	BP
GO:0030100	regulation of endocytosis	77	9	3.22	0.0042	1	BP
GO:0030042	actin filament depolymerization	9	3	0.38	0.005	1	BP
GO:1902866	regulation of retina development in came...	3	2	0.13	0.0051	1	BP
GO:0032729	positive regulation of interferon-gamma ...	3	2	0.13	0.0051	1	BP
GO:0021562	vestibulocochlear nerve development	3	2	0.13	0.0051	1	BP
GO:0035149	lumen formation, open tracheal system	3	2	0.13	0.0051	1	BP
GO:0040032	post-embryonic body morphogenesis	3	2	0.13	0.0051	1	BP
GO:0061074	regulation of neural retina development	3	2	0.13	0.0051	1	BP
GO:0030033	microvillus assembly	3	2	0.13	0.0051	1	BP
GO:0090209	negative regulation of triglyceride meta...	3	2	0.13	0.0051	1	BP
GO:0009263	deoxyribonucleotide biosynthetic process	3	2	0.13	0.0051	1	BP
GO:0051345	positive regulation of hydrolase activit...	142	13	5.94	0.0055	1	BP
GO:1902107	positive regulation of leukocyte differe...	18	4	0.75	0.0056	1	BP
GO:0010975	regulation of neuron projection developm...	143	13	5.98	0.0058	1	BP
GO:0009968	negative regulation of signal transducti...	303	22	12.68	0.006	1	BP
GO:0007166	cell surface receptor signaling pathway	481	33	20.13	0.0065	1	BP
GO:0060429	epithelium development	402	27	16.82	0.0066	1	BP
GO:0002683	negative regulation of immune system pro...	68	8	2.85	0.0066	1	BP
GO:0022409	positive regulation of cell-cell adhesio...	30	5	1.26	0.0072	1	BP
GO:0045927	positive regulation of growth	115	11	4.81	0.0076	1	BP
GO:0061024	membrane organization	205	18	8.58	0.0077	1	BP
GO:0099536	synaptic signaling	166	14	6.95	0.0082	1	BP
GO:0019933	cAMP-mediated signaling	31	5	1.3	0.0083	1	BP
GO:0031668	cellular response to extracellular stimu...	86	9	3.6	0.0088	1	BP
GO:0006509	membrane protein ectodomain proteolysis	11	3	0.46	0.0092	1	BP
GO:0042981	regulation of apoptotic process	316	22	13.23	0.0098	1	BP
GO:0002238	response to molecule of fungal origin	4	2	0.17	0.0099	1	BP
GO:0010637	negative regulation of mitochondrial fus...	4	2	0.17	0.0099	1	BP
GO:0097067	cellular response to thyroid hormone sti...	4	2	0.17	0.0099	1	BP
GO:0050911	detection of chemical stimulus involved ...	4	2	0.17	0.0099	1	BP
GO:0034113	heterotypic cell-cell adhesion	4	2	0.17	0.0099	1	BP
GO:0032530	regulation of microvillus organization	4	2	0.17	0.0099	1	BP
GO:0043519	regulation of myosin II filament organiz...	4	2	0.17	0.0099	1	BP
GO:0042395	ecdysis, collagen and cuticulin-based cu...	4	2	0.17	0.0099	1	BP
GO:0002437	inflammatory response to antigenic stimu...	4	2	0.17	0.0099	1	BP
GO:0045664	regulation of neuron differentiation	188	15	7.87	0.0103	1	BP
GO:0043534	blood vessel endothelial cell migration	22	4	0.92	0.0119	1	BP
GO:0002252	immune effector process	191	15	7.99	0.0119	1	BP
GO:0051259	protein complex oligomerization	123	11	5.15	0.0124	1	BP
GO:0097190	apoptotic signaling pathway	140	12	5.86	0.0126	1	BP
GO:0048589	developmental growth	267	19	11.17	0.0132	1	BP
GO:0043065	positive regulation of apoptotic process	141	12	5.9	0.0133	1	BP
GO:0006919	activation of cysteine-type endopeptidas...	23	4	0.96	0.0139	1	BP
GO:0002761	regulation of myeloid leukocyte differen...	23	4	0.96	0.0139	1	BP
GO:0031346	positive regulation of cell projection o...	109	10	4.56	0.0143	1	BP
GO:0010823	negative regulation of mitochondrion org...	17	5	0.71	0.0144	1	BP
GO:0061842	microtubule organizing center localizati...	13	3	0.54	0.015	1	BP
GO:0002708	positive regulation of lymphocyte mediat...	13	3	0.54	0.015	1	BP
GO:0051642	centrosome localization	13	3	0.54	0.015	1	BP
GO:1903146	regulation of autophagy of mitochondrion	13	3	0.54	0.015	1	BP
GO:0002697	regulation of immune effector process	49	6	2.05	0.0151	1	BP
