GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007568	aging	163	24	10.56	8.2e-05	0.945952	BP
GO:0009792	embryo development ending in birth or eg...	273	32	17.69	0.00046	0.988600242424242	BP
GO:0071480	cellular response to gamma radiation	12	5	0.78	0.00059	0.988600242424242	BP
GO:0008286	insulin receptor signaling pathway	41	9	2.66	0.00094	0.988600242424242	BP
GO:0007202	activation of phospholipase C activity	4	3	0.26	0.00102	0.988600242424242	BP
GO:0044703	multi-organism reproductive process	439	44	28.45	0.0012	0.988600242424242	BP
GO:0048477	oogenesis	206	25	13.35	0.00125	0.988600242424242	BP
GO:0048598	embryonic morphogenesis	212	25	13.74	0.0019	0.988600242424242	BP
GO:0007584	response to nutrient	54	10	3.5	0.00199	0.988600242424242	BP
GO:0051056	regulation of small GTPase mediated sign...	55	10	3.56	0.0023	0.988600242424242	BP
GO:0035902	response to immobilization stress	5	3	0.32	0.00243	0.988600242424242	BP
GO:0007465	R7 cell fate commitment	5	3	0.32	0.00243	0.988600242424242	BP
GO:0071364	cellular response to epidermal growth fa...	10	4	0.65	0.00263	0.988600242424242	BP
GO:0043278	response to morphine	10	4	0.65	0.00263	0.988600242424242	BP
GO:0061061	muscle structure development	160	20	10.37	0.00278	0.988600242424242	BP
GO:0035107	appendage morphogenesis	117	16	7.58	0.00299	0.988600242424242	BP
GO:0051651	maintenance of location in cell	57	10	3.69	0.00303	0.988600242424242	BP
GO:0007265	Ras protein signal transduction	87	13	5.64	0.00336	0.988600242424242	BP
GO:1901654	response to ketone	58	10	3.76	0.00346	0.988600242424242	BP
GO:1902669	positive regulation of axon guidance	11	4	0.71	0.00392	0.988600242424242	BP
GO:0043084	penile erection	2	2	0.13	0.00418	0.988600242424242	BP
GO:0006407	rRNA export from nucleus	2	2	0.13	0.00418	0.988600242424242	BP
GO:0006171	cAMP biosynthetic process	2	2	0.13	0.00418	0.988600242424242	BP
GO:0002669	positive regulation of T cell anergy	2	2	0.13	0.00418	0.988600242424242	BP
GO:0046642	negative regulation of alpha-beta T cell...	2	2	0.13	0.00418	0.988600242424242	BP
GO:0060134	prepulse inhibition	2	2	0.13	0.00418	0.988600242424242	BP
