GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0003223	ventricular compact myocardium morphogen...	3	2	0.05	0.00073	1	BP
GO:0046689	response to mercury ion	4	2	0.06	0.00145	1	BP
GO:0008344	adult locomotory behavior	34	4	0.54	0.00176	1	BP
GO:0007631	feeding behavior	39	4	0.62	0.00295	1	BP
GO:0060548	negative regulation of cell death	165	10	2.64	0.00334	1	BP
GO:1902667	regulation of axon guidance	20	3	0.32	0.00349	1	BP
GO:0045672	positive regulation of osteoclast differ...	6	2	0.1	0.00356	1	BP
GO:0060384	innervation	6	2	0.1	0.00356	1	BP
GO:0097201	negative regulation of transcription fro...	6	2	0.1	0.00356	1	BP
GO:0030433	ubiquitin-dependent ERAD pathway	22	3	0.35	0.00461	1	BP
GO:0045948	positive regulation of translational ini...	7	2	0.11	0.00493	1	BP
GO:0043069	negative regulation of programmed cell d...	141	7	2.25	0.00538	1	BP
GO:0009612	response to mechanical stimulus	47	4	0.75	0.00584	1	BP
GO:0071276	cellular response to cadmium ion	9	2	0.14	0.00829	1	BP
GO:0048663	neuron fate commitment	29	3	0.46	0.01016	1	BP
GO:0007628	adult walking behavior	10	2	0.16	0.01026	1	BP
GO:0090659	walking behavior	10	2	0.16	0.01026	1	BP
GO:0046622	positive regulation of organ growth	10	2	0.16	0.01026	1	BP
GO:0032870	cellular response to hormone stimulus	125	6	2	0.0121	1	BP
GO:0048665	neuron fate specification	12	2	0.19	0.01475	1	BP
GO:0007520	myoblast fusion	12	2	0.19	0.01475	1	BP
GO:0034762	regulation of transmembrane transport	62	4	0.99	0.01548	1	BP
GO:1990170	stress response to cadmium ion	1	1	0.02	0.01599	1	BP
GO:0051355	proprioception involved in equilibriocep...	1	1	0.02	0.01599	1	BP
GO:0046937	phytochelatin metabolic process	1	1	0.02	0.01599	1	BP
GO:0046938	phytochelatin biosynthetic process	1	1	0.02	0.01599	1	BP
GO:0007630	jump response	1	1	0.02	0.01599	1	BP
GO:0042431	indole metabolic process	1	1	0.02	0.01599	1	BP
GO:0007636	chemosensory jump behavior	1	1	0.02	0.01599	1	BP
GO:0071947	protein deubiquitination involved in ubi...	1	1	0.02	0.01599	1	BP
GO:1904690	positive regulation of cytoplasmic trans...	1	1	0.02	0.01599	1	BP
GO:2000270	negative regulation of fibroblast apopto...	1	1	0.02	0.01599	1	BP
GO:0048548	regulation of pinocytosis	1	1	0.02	0.01599	1	BP
GO:0048549	positive regulation of pinocytosis	1	1	0.02	0.01599	1	BP
GO:1904688	regulation of cytoplasmic translational ...	1	1	0.02	0.01599	1	BP
GO:1901684	arsenate ion transmembrane transport	1	1	0.02	0.01599	1	BP
GO:1902867	negative regulation of retina developmen...	1	1	0.02	0.01599	1	BP
GO:1902869	regulation of amacrine cell differentiat...	1	1	0.02	0.01599	1	BP
GO:1902870	negative regulation of amacrine cell dif...	1	1	0.02	0.01599	1	BP
GO:0033189	response to vitamin A	1	1	0.02	0.01599	1	BP
GO:0098719	sodium ion import across plasma membrane	1	1	0.02	0.01599	1	BP
GO:0002191	cap-dependent translational initiation	1	1	0.02	0.01599	1	BP
GO:2000767	positive regulation of cytoplasmic trans...	1	1	0.02	0.01599	1	BP
GO:2000016	negative regulation of determination of ...	1	1	0.02	0.01599	1	BP
GO:1903215	negative regulation of protein targeting...	1	1	0.02	0.01599	1	BP
GO:0014732	skeletal muscle atrophy	1	1	0.02	0.01599	1	BP
GO:1903797	positive regulation of inorganic anion t...	1	1	0.02	0.01599	1	BP
GO:0098849	cellular detoxification of cadmium ion	1	1	0.02	0.01599	1	BP
GO:0014891	striated muscle atrophy	1	1	0.02	0.01599	1	BP
GO:0014878	response to electrical stimulus involved...	1	1	0.02	0.01599	1	BP
GO:0034447	very-low-density lipoprotein particle cl...	1	1	0.02	0.01599	1	BP
GO:1901128	gentamycin metabolic process	1	1	0.02	0.01599	1	BP
GO:0071585	detoxification of cadmium ion	1	1	0.02	0.01599	1	BP
GO:1903898	negative regulation of PERK-mediated unf...	1	1	0.02	0.01599	1	BP
GO:0010915	regulation of very-low-density lipoprote...	1	1	0.02	0.01599	1	BP
GO:0010916	negative regulation of very-low-density ...	1	1	0.02	0.01599	1	BP
GO:0006580	ethanolamine metabolic process	1	1	0.02	0.01599	1	BP
GO:0046380	N-acetylneuraminate biosynthetic process	1	1	0.02	0.01599	1	BP
GO:0030647	aminoglycoside antibiotic metabolic proc...	1	1	0.02	0.01599	1	BP
GO:0006362	transcription elongation from RNA polyme...	1	1	0.02	0.01599	1	BP
GO:0035881	amacrine cell differentiation	1	1	0.02	0.01599	1	BP
GO:1904081	positive regulation of transcription fro...	1	1	0.02	0.01599	1	BP
GO:0045945	positive regulation of transcription by ...	1	1	0.02	0.01599	1	BP
GO:0006646	phosphatidylethanolamine biosynthetic pr...	1	1	0.02	0.01599	1	BP
GO:0032429	regulation of phospholipase A2 activity	1	1	0.02	0.01599	1	BP
GO:0003226	right ventricular compact myocardium mor...	1	1	0.02	0.01599	1	BP
GO:1900115	extracellular regulation of signal trans...	1	1	0.02	0.01599	1	BP
GO:1900116	extracellular negative regulation of sig...	1	1	0.02	0.01599	1	BP
GO:1903674	regulation of cap-dependent translationa...	1	1	0.02	0.01599	1	BP
GO:1903676	positive regulation of cap-dependent tra...	1	1	0.02	0.01599	1	BP
GO:1903677	regulation of cap-independent translatio...	1	1	0.02	0.01599	1	BP
GO:1903679	positive regulation of cap-independent t...	1	1	0.02	0.01599	1	BP
GO:0021551	central nervous system morphogenesis	1	1	0.02	0.01599	1	BP
GO:2001207	regulation of transcription elongation f...	1	1	0.02	0.01599	1	BP
GO:2001208	negative regulation of transcription elo...	1	1	0.02	0.01599	1	BP
GO:0061076	negative regulation of neural retina dev...	1	1	0.02	0.01599	1	BP
GO:1900221	regulation of amyloid-beta clearance	1	1	0.02	0.01599	1	BP
GO:1900222	negative regulation of amyloid-beta clea...	1	1	0.02	0.01599	1	BP
GO:1900223	positive regulation of amyloid-beta clea...	1	1	0.02	0.01599	1	BP
GO:0033353	S-adenosylmethionine cycle	1	1	0.02	0.01599	1	BP
GO:0050787	detoxification of mercury ion	1	1	0.02	0.01599	1	BP
GO:2000185	regulation of phosphate transmembrane tr...	1	1	0.02	0.01599	1	BP
GO:2000187	positive regulation of phosphate transme...	1	1	0.02	0.01599	1	BP
GO:0060134	prepulse inhibition	1	1	0.02	0.01599	1	BP
GO:0035265	organ growth	36	3	0.58	0.01841	1	BP
GO:0050905	neuromuscular process	36	3	0.58	0.01841	1	BP
GO:0043066	negative regulation of apoptotic process	137	6	2.19	0.01853	1	BP
GO:0060041	retina development in camera-type eye	38	3	0.61	0.02129	1	BP
GO:1900077	negative regulation of cellular response...	15	2	0.24	0.02278	1	BP
GO:0030901	midbrain development	15	2	0.24	0.02278	1	BP
GO:0006949	syncytium formation	15	2	0.24	0.02278	1	BP
GO:0038093	Fc receptor signaling pathway	15	2	0.24	0.02278	1	BP
GO:0000768	syncytium formation by plasma membrane f...	15	2	0.24	0.02278	1	BP
GO:0046627	negative regulation of insulin receptor ...	15	2	0.24	0.02278	1	BP
GO:0140253	cell-cell fusion	15	2	0.24	0.02278	1	BP
GO:0050890	cognition	106	5	1.69	0.0239	1	BP
GO:0016579	protein deubiquitination	40	3	0.64	0.02441	1	BP
GO:0050770	regulation of axonogenesis	40	3	0.64	0.02441	1	BP
GO:0051128	regulation of cellular component organiz...	436	12	6.97	0.02827	1	BP
GO:0016999	antibiotic metabolic process	17	2	0.27	0.02893	1	BP
GO:0070646	protein modification by small protein re...	43	3	0.69	0.02953	1	BP
GO:0035337	fatty-acyl-CoA metabolic process	2	1	0.03	0.03173	1	BP
GO:2000118	regulation of sodium-dependent phosphate...	2	1	0.03	0.03173	1	BP
GO:1990168	protein K33-linked deubiquitination	2	1	0.03	0.03173	1	BP
GO:0007625	grooming behavior	2	1	0.03	0.03173	1	BP
GO:0019695	choline metabolic process	2	1	0.03	0.03173	1	BP
GO:0046949	fatty-acyl-CoA biosynthetic process	2	1	0.03	0.03173	1	BP
GO:2000269	regulation of fibroblast apoptotic proce...	2	1	0.03	0.03173	1	BP
GO:0035435	phosphate ion transmembrane transport	2	1	0.03	0.03173	1	BP
GO:0043501	skeletal muscle adaptation	2	1	0.03	0.03173	1	BP
GO:0038166	angiotensin-activated signaling pathway	2	1	0.03	0.03173	1	BP
GO:0006054	N-acetylneuraminate metabolic process	2	1	0.03	0.03173	1	BP
GO:0002190	cap-independent translational initiation	2	1	0.03	0.03173	1	BP
GO:1903961	positive regulation of anion transmembra...	2	1	0.03	0.03173	1	BP
GO:0035149	lumen formation, open tracheal system	2	1	0.03	0.03173	1	BP
GO:0048631	regulation of skeletal muscle tissue gro...	2	1	0.03	0.03173	1	BP
GO:0048633	positive regulation of skeletal muscle t...	2	1	0.03	0.03173	1	BP
GO:1903912	negative regulation of endoplasmic retic...	2	1	0.03	0.03173	1	BP
GO:0140354	lipid import into cell	2	1	0.03	0.03173	1	BP
GO:0061384	heart trabecula morphogenesis	2	1	0.03	0.03173	1	BP
GO:1903795	regulation of inorganic anion transmembr...	2	1	0.03	0.03173	1	BP
GO:0036302	atrioventricular canal development	2	1	0.03	0.03173	1	BP
GO:0061687	detoxification of inorganic compound	2	1	0.03	0.03173	1	BP
GO:0036493	positive regulation of translation in re...	2	1	0.03	0.03173	1	BP
GO:1903748	negative regulation of establishment of ...	2	1	0.03	0.03173	1	BP
GO:0014874	response to stimulus involved in regulat...	2	1	0.03	0.03173	1	BP
GO:0044539	long-chain fatty acid import into cell	2	1	0.03	0.03173	1	BP
GO:0010273	detoxification of copper ion	2	1	0.03	0.03173	1	BP
GO:0030536	larval feeding behavior	2	1	0.03	0.03173	1	BP
GO:1902685	positive regulation of receptor localiza...	2	1	0.03	0.03173	1	BP
GO:0006555	methionine metabolic process	2	1	0.03	0.03173	1	BP
GO:0019230	proprioception	2	1	0.03	0.03173	1	BP
GO:0044341	sodium-dependent phosphate transport	2	1	0.03	0.03173	1	BP
GO:0097187	dentinogenesis	2	1	0.03	0.03173	1	BP
GO:0044346	fibroblast apoptotic process	2	1	0.03	0.03173	1	BP
GO:0046349	amino sugar biosynthetic process	2	1	0.03	0.03173	1	BP
GO:0046337	phosphatidylethanolamine metabolic proce...	2	1	0.03	0.03173	1	BP
GO:0030643	cellular phosphate ion homeostasis	2	1	0.03	0.03173	1	BP
GO:0048264	determination of ventral identity	2	1	0.03	0.03173	1	BP
GO:0035864	response to potassium ion	2	1	0.03	0.03173	1	BP
GO:0046498	S-adenosylhomocysteine metabolic process	2	1	0.03	0.03173	1	BP
GO:0001661	conditioned taste aversion	2	1	0.03	0.03173	1	BP
GO:0006359	regulation of transcription by RNA polym...	2	1	0.03	0.03173	1	BP
GO:0090259	regulation of retinal ganglion cell axon...	2	1	0.03	0.03173	1	BP
GO:0017000	antibiotic biosynthetic process	2	1	0.03	0.03173	1	BP
GO:0046439	L-cysteine metabolic process	2	1	0.03	0.03173	1	BP
GO:0097242	amyloid-beta clearance	2	1	0.03	0.03173	1	BP
GO:0003221	right ventricular cardiac muscle tissue ...	2	1	0.03	0.03173	1	BP
GO:0003222	ventricular trabecula myocardium morphog...	2	1	0.03	0.03173	1	BP
GO:0048752	semicircular canal morphogenesis	2	1	0.03	0.03173	1	BP
GO:0097202	activation of cysteine-type endopeptidas...	2	1	0.03	0.03173	1	BP
GO:0035523	protein K29-linked deubiquitination	2	1	0.03	0.03173	1	BP
GO:0072501	cellular divalent inorganic anion homeos...	2	1	0.03	0.03173	1	BP
GO:0072502	cellular trivalent inorganic anion homeo...	2	1	0.03	0.03173	1	BP
GO:1990441	negative regulation of transcription fro...	2	1	0.03	0.03173	1	BP
GO:2000120	positive regulation of sodium-dependent ...	2	1	0.03	0.03173	1	BP
GO:0051592	response to calcium ion	18	2	0.29	0.03223	1	BP
GO:1901214	regulation of neuron death	78	4	1.25	0.03316	1	BP
GO:0051049	regulation of transport	296	9	4.73	0.03541	1	BP
GO:0021545	cranial nerve development	19	2	0.3	0.03567	1	BP
GO:1901657	glycosyl compound metabolic process	20	2	0.32	0.03925	1	BP
GO:0046626	regulation of insulin receptor signaling...	20	2	0.32	0.03925	1	BP
GO:0007568	aging	121	5	1.93	0.03962	1	BP
GO:1901215	negative regulation of neuron death	49	3	0.78	0.04135	1	BP
GO:0034765	regulation of ion transmembrane transpor...	49	3	0.78	0.04135	1	BP
GO:0045666	positive regulation of neuron differenti...	84	4	1.34	0.04198	1	BP
GO:0070997	neuron death	84	4	1.34	0.04198	1	BP
GO:1900076	regulation of cellular response to insul...	21	2	0.34	0.04295	1	BP
GO:0032355	response to estradiol	21	2	0.34	0.04295	1	BP
GO:0098661	inorganic anion transmembrane transport	21	2	0.34	0.04295	1	BP
GO:0043434	response to peptide hormone	85	4	1.36	0.04357	1	BP
GO:0044070	regulation of anion transport	22	2	0.35	0.04679	1	BP
GO:0014902	myotube differentiation	22	2	0.35	0.04679	1	BP
GO:0050772	positive regulation of axonogenesis	22	2	0.35	0.04679	1	BP
