annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
RFX_DNA_binding	3	4	228	9121	6.05385029925347e-05	0.0112601615566114
HEPN_DZIP3	2	2	228	9121	0.000622190549281877	0.0578637210832146
5-nucleotidase	1	1	228	9121	0.0249972590724701	0.0989253231378603
ANAPC5	1	1	228	9121	0.0249972590724701	0.0989253231378603
AP3B1_C	1	1	228	9121	0.0249972590724701	0.0989253231378603
Auts2	1	1	228	9121	0.0249972590724701	0.0989253231378603
AWS	1	1	228	9121	0.0249972590724701	0.0989253231378603
BTK	1	1	228	9121	0.0249972590724701	0.0989253231378603
C5HCH	1	1	228	9121	0.0249972590724701	0.0989253231378603
Cluap1	1	1	228	9121	0.0249972590724701	0.0989253231378603
Complex1_49kDa	1	1	228	9121	0.0249972590724701	0.0989253231378603
Cys_Met_Meta_PP	1	1	228	9121	0.0249972590724701	0.0989253231378603
DER1	1	1	228	9121	0.0249972590724701	0.0989253231378603
Drc1-Sld2	1	1	228	9121	0.0249972590724701	0.0989253231378603
DUF1866	1	1	228	9121	0.0249972590724701	0.0989253231378603
DUF2046	1	1	228	9121	0.0249972590724701	0.0989253231378603
DUF2615	1	1	228	9121	0.0249972590724701	0.0989253231378603
DUF4209	1	1	228	9121	0.0249972590724701	0.0989253231378603
DUF4419	1	1	228	9121	0.0249972590724701	0.0989253231378603
EAF	1	1	228	9121	0.0249972590724701	0.0989253231378603
eIF-3c_N	1	1	228	9121	0.0249972590724701	0.0989253231378603
Fic	1	1	228	9121	0.0249972590724701	0.0989253231378603
FSA_C	1	1	228	9121	0.0249972590724701	0.0989253231378603
Glyco_hydro_9	1	1	228	9121	0.0249972590724701	0.0989253231378603
Glyco_tran_10_N	2	7	228	9121	0.0120257772338592	0.0989253231378603
Glyco_transf_10	2	7	228	9121	0.0120257772338592	0.0989253231378603
HATPase_c_3	2	5	228	9121	0.00591917558198805	0.0989253231378603
Morc6_S5	1	1	228	9121	0.0249972590724701	0.0989253231378603
NOPS	1	1	228	9121	0.0249972590724701	0.0989253231378603
