annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Neur_chan_LBD	8	34	366	9121	4.5184755838557e-05	0.00612253441612447
Neur_chan_memb	8	33	366	9121	3.57906709807945e-05	0.00612253441612447
BSD	2	2	366	9121	0.00160596714349188	0.08704341917726
Glyco_transf_92	2	2	366	9121	0.00160596714349188	0.08704341917726
P4Ha_N	2	2	366	9121	0.00160596714349188	0.08704341917726
2-oxogl_dehyd_N	1	1	366	9121	0.0401271790373863	0.131017656857008
Acetyltransf_13	1	1	366	9121	0.0401271790373863	0.131017656857008
Acetyltransf_16	1	1	366	9121	0.0401271790373863	0.131017656857008
Alk_phosphatase	1	1	366	9121	0.0401271790373863	0.131017656857008
ApeC	1	1	366	9121	0.0401271790373863	0.131017656857008
Bravo_FIGEY	1	1	366	9121	0.0401271790373863	0.131017656857008
BTB_2	5	34	366	9121	0.0107959260611659	0.131017656857008
Cadherin	3	9	366	9121	0.00449343437645251	0.131017656857008
CDO_I	1	1	366	9121	0.0401271790373863	0.131017656857008
Ceramidase	1	1	366	9121	0.0401271790373863	0.131017656857008
Coatomer_WDAD	1	1	366	9121	0.0401271790373863	0.131017656857008
CTF_NFI	1	1	366	9121	0.0401271790373863	0.131017656857008
DGCR6	1	1	366	9121	0.0401271790373863	0.131017656857008
Dickkopf_N	1	1	366	9121	0.0401271790373863	0.131017656857008
DND1_DSRM	1	1	366	9121	0.0401271790373863	0.131017656857008
DS	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF1084	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF1180	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF1977	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF3105	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF3399	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF4612	1	1	366	9121	0.0401271790373863	0.131017656857008
DUF953	1	1	366	9121	0.0401271790373863	0.131017656857008
E1_dh	1	1	366	9121	0.0401271790373863	0.131017656857008
