annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Acyltransferase	2	7	512	12932	0.028783240635102	0.149439299381986
ASCH	1	1	512	12932	0.039591710485617	0.149439299381986
ATP-synt_E	1	1	512	12932	0.039591710485617	0.149439299381986
BNIP3	1	1	512	12932	0.039591710485617	0.149439299381986
Bravo_FIGEY	1	1	512	12932	0.039591710485617	0.149439299381986
CAP_N	1	1	512	12932	0.039591710485617	0.149439299381986
Caprin-1_dimer	1	1	512	12932	0.039591710485617	0.149439299381986
CBS	2	5	512	12932	0.0144474645892917	0.149439299381986
CENP-F_C_Rb_bdg	1	1	512	12932	0.039591710485617	0.149439299381986
CENP-K	1	1	512	12932	0.039591710485617	0.149439299381986
CGI-121	1	1	512	12932	0.039591710485617	0.149439299381986
Cnd2	1	1	512	12932	0.039591710485617	0.149439299381986
COLFI	1	1	512	12932	0.039591710485617	0.149439299381986
COQ7	1	1	512	12932	0.039591710485617	0.149439299381986
Cystatin	1	1	512	12932	0.039591710485617	0.149439299381986
DAO_C	1	1	512	12932	0.039591710485617	0.149439299381986
DDE_Tnp_1_7	2	6	512	12932	0.0211070480304941	0.149439299381986
DEP	2	8	512	12932	0.037385426557777	0.149439299381986
Dor1	1	1	512	12932	0.039591710485617	0.149439299381986
DUF1053	1	1	512	12932	0.039591710485617	0.149439299381986
DUF1387	1	1	512	12932	0.039591710485617	0.149439299381986
DUF21	1	1	512	12932	0.039591710485617	0.149439299381986
DUF3689	1	1	512	12932	0.039591710485617	0.149439299381986
DUF4464	1	1	512	12932	0.039591710485617	0.149439299381986
DUF4639	1	1	512	12932	0.039591710485617	0.149439299381986
DUF4745	1	1	512	12932	0.039591710485617	0.149439299381986
DUF4748	1	1	512	12932	0.039591710485617	0.149439299381986
DUF5567	1	1	512	12932	0.039591710485617	0.149439299381986
DUF92	1	1	512	12932	0.039591710485617	0.149439299381986
E3_UbLigase_EDD	1	1	512	12932	0.039591710485617	0.149439299381986
EF_assoc_1	1	1	512	12932	0.039591710485617	0.149439299381986
EF_assoc_2	1	1	512	12932	0.039591710485617	0.149439299381986
ELP6	1	1	512	12932	0.039591710485617	0.149439299381986
Ependymin	1	1	512	12932	0.039591710485617	0.149439299381986
FA	2	5	512	12932	0.0144474645892917	0.149439299381986
FANCM-MHF_bd	1	1	512	12932	0.039591710485617	0.149439299381986
Fcf1	1	1	512	12932	0.039591710485617	0.149439299381986
Fer2_3	1	1	512	12932	0.039591710485617	0.149439299381986
Fer4_17	1	1	512	12932	0.039591710485617	0.149439299381986
FUN14	1	1	512	12932	0.039591710485617	0.149439299381986
Glyco_transf_41	1	1	512	12932	0.039591710485617	0.149439299381986
HABP4_PAI-RBP1	1	1	512	12932	0.039591710485617	0.149439299381986
Homeobox_KN	2	4	512	12932	0.00890097605618886	0.149439299381986
Hormone_recep	3	12	512	12932	0.0103894156767477	0.149439299381986
Img2	1	1	512	12932	0.039591710485617	0.149439299381986
INSIG	1	1	512	12932	0.039591710485617	0.149439299381986
IPP-2	1	1	512	12932	0.039591710485617	0.149439299381986
JHY	1	1	512	12932	0.039591710485617	0.149439299381986
L27_1	1	1	512	12932	0.039591710485617	0.149439299381986
Memo	1	1	512	12932	0.039591710485617	0.149439299381986
Metallophos_C	2	6	512	12932	0.0211070480304941	0.149439299381986
Nnf1	1	1	512	12932	0.039591710485617	0.149439299381986
ORC2	1	1	512	12932	0.039591710485617	0.149439299381986
p25-alpha	1	1	512	12932	0.039591710485617	0.149439299381986
PALP	3	8	512	12932	0.00297668286707681	0.149439299381986
PAS	3	9	512	12932	0.00433450237204873	0.149439299381986
PAS_11	2	6	512	12932	0.0211070480304941	0.149439299381986
PAS_3	1	1	512	12932	0.039591710485617	0.149439299381986
PCC_BT	1	1	512	12932	0.039591710485617	0.149439299381986
PDZ	6	63	512	12932	0.0379112286404417	0.149439299381986
Peptidase_C48	2	4	512	12932	0.00890097605618886	0.149439299381986
Pex19	1	1	512	12932	0.039591710485617	0.149439299381986
Phospholip_B	1	1	512	12932	0.039591710485617	0.149439299381986
PHR	2	6	512	12932	0.0211070480304941	0.149439299381986
PIG-H	1	1	512	12932	0.039591710485617	0.149439299381986
Pkinase_C	3	11	512	12932	0.00802519638402511	0.149439299381986
