annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
PAN_1	4	34	96	9121	0.000419565853576665	0.0348239658468632
AP1AR	1	1	96	9121	0.0105251617147245	0.0363995175967556
ATP_bind_1	1	1	96	9121	0.0105251617147245	0.0363995175967556
FAM92	1	1	96	9121	0.0105251617147245	0.0363995175967556
Fe-S_biosyn	1	1	96	9121	0.0105251617147245	0.0363995175967556
Fer2_3	1	1	96	9121	0.0105251617147245	0.0363995175967556
Fer4_17	1	1	96	9121	0.0105251617147245	0.0363995175967556
His_biosynth	1	1	96	9121	0.0105251617147245	0.0363995175967556
ILEI	2	5	96	9121	0.0010739403448367	0.0363995175967556
Leg1	1	1	96	9121	0.0105251617147245	0.0363995175967556
Lipase	1	1	96	9121	0.0105251617147245	0.0363995175967556
NYD-SP28	1	1	96	9121	0.0105251617147245	0.0363995175967556
NYD-SP28_assoc	1	1	96	9121	0.0105251617147245	0.0363995175967556
PLA2G12	1	1	96	9121	0.0105251617147245	0.0363995175967556
Rhodanese	2	10	96	9121	0.00466957830414209	0.0363995175967556
Ribosomal_L11	1	1	96	9121	0.0105251617147245	0.0363995175967556
Ribosomal_L11_N	1	1	96	9121	0.0105251617147245	0.0363995175967556
ROQ_II	1	1	96	9121	0.0105251617147245	0.0363995175967556
SCP2	1	1	96	9121	0.0105251617147245	0.0363995175967556
Sedlin_N	1	1	96	9121	0.0105251617147245	0.0363995175967556
SOCS_box	2	14	96	9121	0.00918792474759007	0.0363995175967556
TAF8_C	1	1	96	9121	0.0105251617147245	0.0363995175967556
Thymopoietin	1	1	96	9121	0.0105251617147245	0.0363995175967556
Vps55	1	1	96	9121	0.0105251617147245	0.0363995175967556
PLAT	2	18	96	9121	0.0150320010114097	0.0499062433578801
Aconitase	1	2	96	9121	0.0209406863282541	0.0511199107425026
Aconitase_C	1	2	96	9121	0.0209406863282541	0.0511199107425026
Calpain_III	1	2	96	9121	0.0209406863282541	0.0511199107425026
Choline_kinase	1	2	96	9121	0.0209406863282541	0.0511199107425026
eIF-5_eIF-2B	1	2	96	9121	0.0209406863282541	0.0511199107425026
GATase	1	2	96	9121	0.0209406863282541	0.0511199107425026
Meis_PKNOX_N	1	2	96	9121	0.0209406863282541	0.0511199107425026
TraB	1	2	96	9121	0.0209406863282541	0.0511199107425026
zf-C2H2_4	1	2	96	9121	0.0209406863282541	0.0511199107425026
Abhydrolase_3	1	3	96	9121	0.031247703996034	0.0551821155674644
Bromo_TP	1	3	96	9121	0.031247703996034	0.0551821155674644
DM	1	3	96	9121	0.031247703996034	0.0551821155674644
DMA	1	3	96	9121	0.031247703996034	0.0551821155674644
Homeobox_KN	1	3	96	9121	0.031247703996034	0.0551821155674644
Laminin_G_3	2	25	96	9121	0.0281061457216056	0.0551821155674644
Lipase_GDSL_2	1	3	96	9121	0.031247703996034	0.0551821155674644
PCMT	1	3	96	9121	0.031247703996034	0.0551821155674644
Peptidase_C2	1	3	96	9121	0.031247703996034	0.0551821155674644
Phospho_p8	1	3	96	9121	0.031247703996034	0.0551821155674644
PTP_tm	1	3	96	9121	0.031247703996034	0.0551821155674644
W2	1	3	96	9121	0.031247703996034	0.0551821155674644
zf-RING_5	1	3	96	9121	0.031247703996034	0.0551821155674644
TSP_1	2	27	96	9121	0.0324422139266895	0.0560979949149006
LEM	1	4	96	9121	0.0414473333463717	0.0688025733549771
PAP2	1	4	96	9121	0.0414473333463717	0.0688025733549771
Homeodomain	2	33	96	9121	0.0468669233984172	0.0762736204327182
Glyco_transf_8	1	5	96	9121	0.0515406815967556	0.077779574046013
Oxysterol_BP	1	5	96	9121	0.0515406815967556	0.077779574046013
Tudor-knot	1	5	96	9121	0.0515406815967556	0.077779574046013
Zip	1	5	96	9121	0.0515406815967556	0.077779574046013
Ion_trans_2	2	37	96	9121	0.0575496262337917	0.0852967674536555
fn3	2	38	96	9121	0.0603411784772079	0.0865575272462403
HSP70	1	6	96	9121	0.0615288446690142	0.0865575272462403
UBA	1	6	96	9121	0.0615288446690142	0.0865575272462403
PA14	1	7	96	9121	0.0714129073033284	0.0987878551029376
zf-CCCH	1	8	96	9121	0.0811939431711014	0.110477004642646
Cadherin	1	9	96	9121	0.0908730149867025	0.121652584578973
Arm	1	10	96	9121	0.100451174618099	0.132340436401622
DSPc	1	11	96	9121	0.109929463196373	0.134178609489691
Fibrinogen_C	1	11	96	9121	0.109929463196373	0.134178609489691
PH	2	53	96	9121	0.107044311554172	0.134178609489691
SPRY	1	11	96	9121	0.109929463196373	0.134178609489691
zf-C3HC4	1	11	96	9121	0.109929463196373	0.134178609489691
HMG_box	1	14	96	9121	0.13777535513956	0.161061330656106
Tubulin	1	14	96	9121	0.13777535513956	0.161061330656106
Tubulin_C	1	14	96	9121	0.13777535513956	0.161061330656106
adh_short	1	16	96	9121	0.155858541868771	0.177209027056274
HECT	1	16	96	9121	0.155858541868771	0.177209027056274
Kinesin	1	21	96	9121	0.199441026885846	0.223697367993584
DnaJ	1	23	96	9121	0.216243764931777	0.2393097665245
F-box-like	1	28	96	9121	0.256739082609655	0.280386103376334
BTB_2	1	34	96	9121	0.302608217111811	0.326188078185459
MFS_1	1	53	96	9121	0.43016205160199	0.457736542089297
EF-hand_7	1	54	96	9121	0.436194742718687	0.458280552476595
Ion_trans	1	60	96	9121	0.471086228261123	0.488751961820915
RRM_1	1	68	96	9121	0.514304808142976	0.527003692294654
zf-C2H2	1	83	96	9121	0.586133221299463	0.593281187412871
Pkinase	1	108	96	9121	0.683215638083019	0.683215638083019
