annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
AdoHcyase	1	1	237	9121	0.0259839929832255	0.0816639779472802
AdoHcyase_NAD	1	1	237	9121	0.0259839929832255	0.0816639779472802
AF-4	1	1	237	9121	0.0259839929832255	0.0816639779472802
AF-4_C	1	1	237	9121	0.0259839929832255	0.0816639779472802
ANAPC1	1	1	237	9121	0.0259839929832255	0.0816639779472802
ANAPC2	1	1	237	9121	0.0259839929832255	0.0816639779472802
AnkUBD	1	1	237	9121	0.0259839929832255	0.0816639779472802
APC1_C	1	1	237	9121	0.0259839929832255	0.0816639779472802
Asp_protease	1	1	237	9121	0.0259839929832255	0.0816639779472802
BIRC6	1	1	237	9121	0.0259839929832255	0.0816639779472802
CHAT	2	3	237	9121	0.00198252278071133	0.0816639779472802
CLIP1_ZNF	1	1	237	9121	0.0259839929832255	0.0816639779472802
CLU	1	1	237	9121	0.0259839929832255	0.0816639779472802
CLU_N	1	1	237	9121	0.0259839929832255	0.0816639779472802
Cob_adeno_trans	1	1	237	9121	0.0259839929832255	0.0816639779472802
Cu_amine_oxid	1	1	237	9121	0.0259839929832255	0.0816639779472802
Cu_amine_oxidN2	1	1	237	9121	0.0259839929832255	0.0816639779472802
Cupin_5	1	1	237	9121	0.0259839929832255	0.0816639779472802
DTC	1	1	237	9121	0.0259839929832255	0.0816639779472802
DUF3591	1	1	237	9121	0.0259839929832255	0.0816639779472802
DUF908	1	1	237	9121	0.0259839929832255	0.0816639779472802
DUF913	1	1	237	9121	0.0259839929832255	0.0816639779472802
eIF3_p135	1	1	237	9121	0.0259839929832255	0.0816639779472802
Exostosin	1	1	237	9121	0.0259839929832255	0.0816639779472802
Fer2_3	1	1	237	9121	0.0259839929832255	0.0816639779472802
Fer4_17	1	1	237	9121	0.0259839929832255	0.0816639779472802
Flot	1	1	237	9121	0.0259839929832255	0.0816639779472802
FTHFS	1	1	237	9121	0.0259839929832255	0.0816639779472802
Glyco_transf_64	1	1	237	9121	0.0259839929832255	0.0816639779472802
GYF_2	1	1	237	9121	0.0259839929832255	0.0816639779472802
IRF-2BP1_2	1	1	237	9121	0.0259839929832255	0.0816639779472802
Kin17_mid	1	1	237	9121	0.0259839929832255	0.0816639779472802
KN17_SH3	1	1	237	9121	0.0259839929832255	0.0816639779472802
KOW	1	1	237	9121	0.0259839929832255	0.0816639779472802
Methyltransf_PK	1	1	237	9121	0.0259839929832255	0.0816639779472802
