annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
AAA_5	1	1	510	12932	0.0394370553665317	0.154685149204649
ACT_7	1	1	510	12932	0.0394370553665317	0.154685149204649
AHD	1	1	510	12932	0.0394370553665317	0.154685149204649
ANAPC5	1	1	510	12932	0.0394370553665317	0.154685149204649
AOX	1	1	510	12932	0.0394370553665317	0.154685149204649
Arm_vescicular	1	1	510	12932	0.0394370553665317	0.154685149204649
ASD2	1	1	510	12932	0.0394370553665317	0.154685149204649
ATP_Ca_trans_C	1	1	510	12932	0.0394370553665317	0.154685149204649
ATP-cone	1	1	510	12932	0.0394370553665317	0.154685149204649
ATP-synt_ab_Xtn	1	1	510	12932	0.0394370553665317	0.154685149204649
ATP11	1	1	510	12932	0.0394370553665317	0.154685149204649
Bin3	1	1	510	12932	0.0394370553665317	0.154685149204649
Biopterin_H	1	1	510	12932	0.0394370553665317	0.154685149204649
BTB_3	1	1	510	12932	0.0394370553665317	0.154685149204649
C1_1	6	27	510	12932	0.000532795063305793	0.154685149204649
C1_2	1	1	510	12932	0.0394370553665317	0.154685149204649
Carm_PH	1	1	510	12932	0.0394370553665317	0.154685149204649
CARMIL_C	1	1	510	12932	0.0394370553665317	0.154685149204649
Castor1_N	1	1	510	12932	0.0394370553665317	0.154685149204649
CBF_beta	1	1	510	12932	0.0394370553665317	0.154685149204649
CBFB_NFYA	1	1	510	12932	0.0394370553665317	0.154685149204649
CH	4	30	510	12932	0.0290752067662094	0.154685149204649
Copine	2	3	510	12932	0.00453507633844555	0.154685149204649
DAP	1	1	510	12932	0.0394370553665317	0.154685149204649
DENN	2	5	510	12932	0.0143392276732145	0.154685149204649
DNA_ligase_A_C	1	1	510	12932	0.0394370553665317	0.154685149204649
DNA_ligase_A_M	1	1	510	12932	0.0394370553665317	0.154685149204649
DNA_ligase_A_N	1	1	510	12932	0.0394370553665317	0.154685149204649
DNA_primase_lrg	1	1	510	12932	0.0394370553665317	0.154685149204649
DUF1041	1	1	510	12932	0.0394370553665317	0.154685149204649
DUF1356	1	1	510	12932	0.0394370553665317	0.154685149204649
DUF4502	1	1	510	12932	0.0394370553665317	0.154685149204649
DUF4503	1	1	510	12932	0.0394370553665317	0.154685149204649
Dynein_IC2	1	1	510	12932	0.0394370553665317	0.154685149204649
eIF-5a	1	1	510	12932	0.0394370553665317	0.154685149204649
ELL	1	1	510	12932	0.0394370553665317	0.154685149204649
EloA-BP1	1	1	510	12932	0.0394370553665317	0.154685149204649
FAM117	1	1	510	12932	0.0394370553665317	0.154685149204649
FCH	2	8	510	12932	0.037116806448318	0.154685149204649
Formyl_trans_C	1	1	510	12932	0.0394370553665317	0.154685149204649
G-alpha	2	6	510	12932	0.0209510916764769	0.154685149204649
GIDE	1	1	510	12932	0.0394370553665317	0.154685149204649
Glyco_transf_7C	1	1	510	12932	0.0394370553665317	0.154685149204649
Glyco_transf_7N	1	1	510	12932	0.0394370553665317	0.154685149204649
