annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
WAP	2	2	148	9121	0.000261542190087652	0.0321696893807812
Thyroglobulin_1	2	3	148	9121	0.00077625171342497	0.0477394803756357
Antistasin	1	1	148	9121	0.0162262909768667	0.0587009938280765
Armet	1	1	148	9121	0.0162262909768667	0.0587009938280765
BAT2_N	1	1	148	9121	0.0162262909768667	0.0587009938280765
Clat_adaptor_s	2	5	148	9121	0.00253266799099239	0.0587009938280765
COX5B	1	1	148	9121	0.0162262909768667	0.0587009938280765
COX6B	1	1	148	9121	0.0162262909768667	0.0587009938280765
DUF2205	1	1	148	9121	0.0162262909768667	0.0587009938280765
DUF3399	1	1	148	9121	0.0162262909768667	0.0587009938280765
DUF4517	1	1	148	9121	0.0162262909768667	0.0587009938280765
FragX_IP	1	1	148	9121	0.0162262909768667	0.0587009938280765
GF_recep_IV	1	1	148	9121	0.0162262909768667	0.0587009938280765
GGACT	1	1	148	9121	0.0162262909768667	0.0587009938280765
Glyco_transf_41	1	1	148	9121	0.0162262909768667	0.0587009938280765
KAP_NTPase	1	1	148	9121	0.0162262909768667	0.0587009938280765
MitMem_reg	1	1	148	9121	0.0162262909768667	0.0587009938280765
Mitoc_L55	1	1	148	9121	0.0162262909768667	0.0587009938280765
P_proprotein	2	7	148	9121	0.0052061702880294	0.0587009938280765
PALP	2	5	148	9121	0.00253266799099239	0.0587009938280765
Patched	2	7	148	9121	0.0052061702880294	0.0587009938280765
Peptidase_S8	2	8	148	9121	0.00686794015639405	0.0587009938280765
PH_17	1	1	148	9121	0.0162262909768667	0.0587009938280765
Promethin	1	1	148	9121	0.0162262909768667	0.0587009938280765
Rer1	1	1	148	9121	0.0162262909768667	0.0587009938280765
RINGv	2	7	148	9121	0.0052061702880294	0.0587009938280765
RLL	1	1	148	9121	0.0162262909768667	0.0587009938280765
ROQ_II	1	1	148	9121	0.0162262909768667	0.0587009938280765
Runt	1	1	148	9121	0.0162262909768667	0.0587009938280765
S8_pro-domain	2	7	148	9121	0.0052061702880294	0.0587009938280765
Shal-type	1	1	148	9121	0.0162262909768667	0.0587009938280765
TMEM131_like	1	1	148	9121	0.0162262909768667	0.0587009938280765
TMEM214	1	1	148	9121	0.0162262909768667	0.0587009938280765
Tmemb_14	1	1	148	9121	0.0162262909768667	0.0587009938280765
Ion_trans_2	3	37	148	9121	0.0217462236413741	0.0764224430825432
fn3	3	38	148	9121	0.0233358508536672	0.0797308237500295
Aminotran_3	1	2	148	9121	0.0321910397636453	0.0808060794067016
BK_channel_a	1	2	148	9121	0.0321910397636453	0.0808060794067016
Ca_hom_mod	1	2	148	9121	0.0321910397636453	0.0808060794067016
Cir_N	1	2	148	9121	0.0321910397636453	0.0808060794067016
Copine	1	2	148	9121	0.0321910397636453	0.0808060794067016
Cornichon	1	2	148	9121	0.0321910397636453	0.0808060794067016
DUF1394	1	2	148	9121	0.0321910397636453	0.0808060794067016
FAD_binding_2	1	2	148	9121	0.0321910397636453	0.0808060794067016
GST_C	1	2	148	9121	0.0321910397636453	0.0808060794067016
HTH_Tnp_Tc5	1	2	148	9121	0.0321910397636453	0.0808060794067016
PQ-loop	1	2	148	9121	0.0321910397636453	0.0808060794067016
RVT_1	2	16	148	9121	0.0270409966399486	0.0808060794067016
Sarcoglycan_1	1	2	148	9121	0.0321910397636453	0.0808060794067016
LIM	2	18	148	9121	0.0337588144996991	0.0830466836692597
DUF3585	1	3	148	9121	0.0478984337887556	0.107118315563944
G_glu_transpept	1	3	148	9121	0.0478984337887556	0.107118315563944
LysM	1	3	148	9121	0.0478984337887556	0.107118315563944
Serinc	1	3	148	9121	0.0478984337887556	0.107118315563944
zf-RING_5	1	3	148	9121	0.0478984337887556	0.107118315563944
Acyltransferase	1	4	148	9121	0.0633525938895744	0.123688397593931
