annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
2-oxoacid_dh	2	3	454	9121	0.00717206929610004	0.115185019636286
2OG-FeII_Oxy	1	1	454	9121	0.0497752439425501	0.115185019636286
6PF2K	1	1	454	9121	0.0497752439425501	0.115185019636286
AAA_2	2	2	454	9121	0.00247238876162009	0.115185019636286
AAR2	1	1	454	9121	0.0497752439425501	0.115185019636286
Acetyltransf_16	1	1	454	9121	0.0497752439425501	0.115185019636286
Acyl-CoA_dh_N	2	6	454	9121	0.0324495553266745	0.115185019636286
Acylphosphatase	1	1	454	9121	0.0497752439425501	0.115185019636286
AdoHcyase	1	1	454	9121	0.0497752439425501	0.115185019636286
AdoHcyase_NAD	1	1	454	9121	0.0497752439425501	0.115185019636286
APG12	1	1	454	9121	0.0497752439425501	0.115185019636286
ApoO	1	1	454	9121	0.0497752439425501	0.115185019636286
Armet	1	1	454	9121	0.0497752439425501	0.115185019636286
Asparaginase_2	2	7	454	9121	0.0439536135128104	0.115185019636286
ATP_synt_H	1	1	454	9121	0.0497752439425501	0.115185019636286
ATP-synt_F	1	1	454	9121	0.0497752439425501	0.115185019636286
AZUL	1	1	454	9121	0.0497752439425501	0.115185019636286
BAF	1	1	454	9121	0.0497752439425501	0.115185019636286
BAR_3_WASP_bdg	1	1	454	9121	0.0497752439425501	0.115185019636286
BCAS3	1	1	454	9121	0.0497752439425501	0.115185019636286
Biotin_lipoyl	2	6	454	9121	0.0324495553266745	0.115185019636286
BTK	1	1	454	9121	0.0497752439425501	0.115185019636286
CaM_bdg_C0	1	1	454	9121	0.0497752439425501	0.115185019636286
CASP_C	1	1	454	9121	0.0497752439425501	0.115185019636286
CG-1	1	1	454	9121	0.0497752439425501	0.115185019636286
ClpB_D2-small	2	2	454	9121	0.00247238876162009	0.115185019636286
COG2	1	1	454	9121	0.0497752439425501	0.115185019636286
COG4	1	1	454	9121	0.0497752439425501	0.115185019636286
Complex1_49kDa	1	1	454	9121	0.0497752439425501	0.115185019636286
Complex1_51K	1	1	454	9121	0.0497752439425501	0.115185019636286
COQ7	1	1	454	9121	0.0497752439425501	0.115185019636286
CutA1	1	1	454	9121	0.0497752439425501	0.115185019636286
CybS	1	1	454	9121	0.0497752439425501	0.115185019636286
Cytochrom_C1	1	1	454	9121	0.0497752439425501	0.115185019636286
DDDD	1	1	454	9121	0.0497752439425501	0.115185019636286
DIOX_N	1	1	454	9121	0.0497752439425501	0.115185019636286
DS	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF1280	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF2151	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF2465	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF3510	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF3987	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF4457	1	1	454	9121	0.0497752439425501	0.115185019636286
DUF5745	1	1	454	9121	0.0497752439425501	0.115185019636286
E3_binding	2	2	454	9121	0.00247238876162009	0.115185019636286
EAF	1	1	454	9121	0.0497752439425501	0.115185019636286
EF-hand_7	7	54	454	9121	0.0168945663094665	0.115185019636286
ETC_C1_NDUFA4	1	1	454	9121	0.0497752439425501	0.115185019636286
Fe-S_biosyn	1	1	454	9121	0.0497752439425501	0.115185019636286
Fer2_3	1	1	454	9121	0.0497752439425501	0.115185019636286
Fer2_4	1	1	454	9121	0.0497752439425501	0.115185019636286
Fer4_17	1	1	454	9121	0.0497752439425501	0.115185019636286
Fer4_7	1	1	454	9121	0.0497752439425501	0.115185019636286
FTCD	1	1	454	9121	0.0497752439425501	0.115185019636286
FTCD_C	1	1	454	9121	0.0497752439425501	0.115185019636286
Gaa1	1	1	454	9121	0.0497752439425501	0.115185019636286
Gemin6	1	1	454	9121	0.0497752439425501	0.115185019636286
GPS2_interact	1	1	454	9121	0.0497752439425501	0.115185019636286
HAUS4	1	1	454	9121	0.0497752439425501	0.115185019636286
His_Phos_1	1	1	454	9121	0.0497752439425501	0.115185019636286
HNH_3	1	1	454	9121	0.0497752439425501	0.115185019636286
Importin_rep	1	1	454	9121	0.0497752439425501	0.115185019636286
Importin_rep_3	1	1	454	9121	0.0497752439425501	0.115185019636286
Ins134_P3_kin	1	1	454	9121	0.0497752439425501	0.115185019636286
Ins134_P3_kin_N	1	1	454	9121	0.0497752439425501	0.115185019636286
INSIG	1	1	454	9121	0.0497752439425501	0.115185019636286
Iso_dh	2	4	454	9121	0.0138721293166862	0.115185019636286
JAMP	1	1	454	9121	0.0497752439425501	0.115185019636286
Keratin_assoc	1	1	454	9121	0.0497752439425501	0.115185019636286
KLRAQ	1	1	454	9121	0.0497752439425501	0.115185019636286
Lectin_leg-like	1	1	454	9121	0.0497752439425501	0.115185019636286
LETM1	1	1	454	9121	0.0497752439425501	0.115185019636286
Leu_zip	1	1	454	9121	0.0497752439425501	0.115185019636286
Limkain-b1	1	1	454	9121	0.0497752439425501	0.115185019636286
LMWPc	1	1	454	9121	0.0497752439425501	0.115185019636286
Maf1	1	1	454	9121	0.0497752439425501	0.115185019636286
MazG-like	1	1	454	9121	0.0497752439425501	0.115185019636286
MCD	1	1	454	9121	0.0497752439425501	0.115185019636286
MCD_N	1	1	454	9121	0.0497752439425501	0.115185019636286
Med8	1	1	454	9121	0.0497752439425501	0.115185019636286
Mitoc_L55	1	1	454	9121	0.0497752439425501	0.115185019636286
MMgT	1	1	454	9121	0.0497752439425501	0.115185019636286
Molybdopterin	1	1	454	9121	0.0497752439425501	0.115185019636286
MTA_R1	1	1	454	9121	0.0497752439425501	0.115185019636286
MWFE	1	1	454	9121	0.0497752439425501	0.115185019636286
Na_sulph_symp	1	1	454	9121	0.0497752439425501	0.115185019636286
NADH_4Fe-4S	1	1	454	9121	0.0497752439425501	0.115185019636286
NADH_dhqG_C	1	1	454	9121	0.0497752439425501	0.115185019636286
NADH-G_4Fe-4S_3	1	1	454	9121	0.0497752439425501	0.115185019636286
NuA4	1	1	454	9121	0.0497752439425501	0.115185019636286
NYN	1	1	454	9121	0.0497752439425501	0.115185019636286
Orai-1	1	1	454	9121	0.0497752439425501	0.115185019636286
ORMDL	1	1	454	9121	0.0497752439425501	0.115185019636286
ParBc	1	1	454	9121	0.0497752439425501	0.115185019636286
PAS_3	1	1	454	9121	0.0497752439425501	0.115185019636286
Peptidase_C12	1	1	454	9121	0.0497752439425501	0.115185019636286
Peptidase_M48_N	1	1	454	9121	0.0497752439425501	0.115185019636286
Peptidase_S9_N	1	1	454	9121	0.0497752439425501	0.115185019636286
Pet191_N	1	1	454	9121	0.0497752439425501	0.115185019636286
PH	6	53	454	9121	0.0468107116912694	0.115185019636286
PH_17	1	1	454	9121	0.0497752439425501	0.115185019636286
PLDc_2	1	1	454	9121	0.0497752439425501	0.115185019636286
POLO_box	1	1	454	9121	0.0497752439425501	0.115185019636286
Polyketide_cyc	1	1	454	9121	0.0497752439425501	0.115185019636286
PRKCSH_1	1	1	454	9121	0.0497752439425501	0.115185019636286
PRKCSH-like	1	1	454	9121	0.0497752439425501	0.115185019636286
Profilin	1	1	454	9121	0.0497752439425501	0.115185019636286
PTPA	1	1	454	9121	0.0497752439425501	0.115185019636286
Rab5-bind	1	1	454	9121	0.0497752439425501	0.115185019636286
Rabaptin	1	1	454	9121	0.0497752439425501	0.115185019636286
RasGAP	2	6	454	9121	0.0324495553266745	0.115185019636286
Ribosomal_L11	1	1	454	9121	0.0497752439425501	0.115185019636286
Ribosomal_L11_N	1	1	454	9121	0.0497752439425501	0.115185019636286
RIO1	1	1	454	9121	0.0497752439425501	0.115185019636286
Ripply	1	1	454	9121	0.0497752439425501	0.115185019636286
RLL	1	1	454	9121	0.0497752439425501	0.115185019636286
ROQ_II	1	1	454	9121	0.0497752439425501	0.115185019636286
RRF	1	1	454	9121	0.0497752439425501	0.115185019636286
Sdh5	1	1	454	9121	0.0497752439425501	0.115185019636286
Sds3	1	1	454	9121	0.0497752439425501	0.115185019636286
SLBB	1	1	454	9121	0.0497752439425501	0.115185019636286
SPA	1	1	454	9121	0.0497752439425501	0.115185019636286
SRP_TPR_like	1	1	454	9121	0.0497752439425501	0.115185019636286
SRP72	1	1	454	9121	0.0497752439425501	0.115185019636286
SRPRB	1	1	454	9121	0.0497752439425501	0.115185019636286
SRR1	1	1	454	9121	0.0497752439425501	0.115185019636286
STELLO	1	1	454	9121	0.0497752439425501	0.115185019636286
SUFU	1	1	454	9121	0.0497752439425501	0.115185019636286
SUFU_C	1	1	454	9121	0.0497752439425501	0.115185019636286
Syja_N	2	4	454	9121	0.0138721293166862	0.115185019636286
Syntaxin	1	1	454	9121	0.0497752439425501	0.115185019636286
SYS1	1	1	454	9121	0.0497752439425501	0.115185019636286
TAF8_C	1	1	454	9121	0.0497752439425501	0.115185019636286
Taxilin	1	1	454	9121	0.0497752439425501	0.115185019636286
TFIIF_beta	1	1	454	9121	0.0497752439425501	0.115185019636286
TFIIF_beta_N	1	1	454	9121	0.0497752439425501	0.115185019636286
TMEM131_like	1	1	454	9121	0.0497752439425501	0.115185019636286
TMEM214	1	1	454	9121	0.0497752439425501	0.115185019636286
TPD52	1	1	454	9121	0.0497752439425501	0.115185019636286
TPR_MalT	1	1	454	9121	0.0497752439425501	0.115185019636286
Transmemb_17	2	2	454	9121	0.00247238876162009	0.115185019636286
TRM	1	1	454	9121	0.0497752439425501	0.115185019636286
TTKRSYEDQ	1	1	454	9121	0.0497752439425501	0.115185019636286
UCH_C	1	1	454	9121	0.0497752439425501	0.115185019636286
UDG	1	1	454	9121	0.0497752439425501	0.115185019636286
Use1	1	1	454	9121	0.0497752439425501	0.115185019636286
VMA21	1	1	454	9121	0.0497752439425501	0.115185019636286
Vta1	1	1	454	9121	0.0497752439425501	0.115185019636286
Vta1_C	1	1	454	9121	0.0497752439425501	0.115185019636286
WD40_3	1	1	454	9121	0.0497752439425501	0.115185019636286
XK-related	2	4	454	9121	0.0138721293166862	0.115185019636286
Xylo_C	1	1	454	9121	0.0497752439425501	0.115185019636286
YhhN	1	1	454	9121	0.0497752439425501	0.115185019636286
zf-C2H2_11	2	5	454	9121	0.0223626444829879	0.115185019636286
zf-CHCC	1	1	454	9121	0.0497752439425501	0.115185019636286
Zona_pellucida	2	3	454	9121	0.00717206929610004	0.115185019636286
Acyl-CoA_dh_1	2	8	454	9121	0.0567093933397829	0.128755289280891
FCH	2	8	454	9121	0.0567093933397829	0.128755289280891
TPR_16	2	8	454	9121	0.0567093933397829	0.128755289280891
SH3_1	4	31	454	9121	0.0659182907104501	0.148728143415453
Acyl-CoA_dh_M	2	9	454	9121	0.0705643646155314	0.157245281643252
UBX	2	9	454	9121	0.0705643646155314	0.157245281643252
SH3_9	3	20	454	9121	0.0744762417354976	0.163938556503138
zf-RING_UBOX	3	20	454	9121	0.0744762417354976	0.163938556503138
Abhydrolase_2	1	2	454	9121	0.0970780991234803	0.169300453060756
AMP_N	1	2	454	9121	0.0970780991234803	0.169300453060756
ANTH	1	2	454	9121	0.0970780991234803	0.169300453060756
ATG_C	1	2	454	9121	0.0970780991234803	0.169300453060756
