annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Acetyltransf_16	1	1	378	12932	0.0292298175069595	0.142437364676771
Acyltransferase	2	7	378	12932	0.0162349969862235	0.142437364676771
Arm_vescicular	1	1	378	12932	0.0292298175069595	0.142437364676771
Bystin	1	1	378	12932	0.0292298175069595	0.142437364676771
CaM_bdg_C0	1	1	378	12932	0.0292298175069595	0.142437364676771
CCDC142	1	1	378	12932	0.0292298175069595	0.142437364676771
CDV3	1	1	378	12932	0.0292298175069595	0.142437364676771
CEBP_ZZ	1	1	378	12932	0.0292298175069595	0.142437364676771
COLFI	1	1	378	12932	0.0292298175069595	0.142437364676771
CortBP2	1	1	378	12932	0.0292298175069595	0.142437364676771
DNA_ligase_A_C	1	1	378	12932	0.0292298175069595	0.142437364676771
DNA_ligase_A_M	1	1	378	12932	0.0292298175069595	0.142437364676771
DNA_ligase_A_N	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF4460	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF4461	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF4659	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF4686	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF758	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF773	1	1	378	12932	0.0292298175069595	0.142437364676771
DUF974	1	1	378	12932	0.0292298175069595	0.142437364676771
EAF	1	1	378	12932	0.0292298175069595	0.142437364676771
ELM2	2	5	378	12932	0.00803695032916546	0.142437364676771
ETS_PEA3_N	1	1	378	12932	0.0292298175069595	0.142437364676771
FSIP1	1	1	378	12932	0.0292298175069595	0.142437364676771
GAF_2	1	1	378	12932	0.0292298175069595	0.142437364676771
GATA	2	2	378	12932	0.000852187858643857	0.142437364676771
HJURP_C	1	1	378	12932	0.0292298175069595	0.142437364676771
HUN	1	1	378	12932	0.0292298175069595	0.142437364676771
INSIG	1	1	378	12932	0.0292298175069595	0.142437364676771
Laminin_G_1	2	6	378	12932	0.0118234132423768	0.142437364676771
MIT_C	1	1	378	12932	0.0292298175069595	0.142437364676771
MWFE	1	1	378	12932	0.0292298175069595	0.142437364676771
Nop10p	1	1	378	12932	0.0292298175069595	0.142437364676771
NTP_transf_7	1	1	378	12932	0.0292298175069595	0.142437364676771
NTPase_I-T	1	1	378	12932	0.0292298175069595	0.142437364676771
Peptidase_M16_M	1	1	378	12932	0.0292298175069595	0.142437364676771
Peptidase_M24	2	8	378	12932	0.021232118208799	0.142437364676771
Perilipin	1	1	378	12932	0.0292298175069595	0.142437364676771
