annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
ACC_central	1	1	139	9121	0.0152395570661118	0.0878088764285489
AMMECR1	1	1	139	9121	0.0152395570661118	0.0878088764285489
CDH1_2_SANT_HL1	1	1	139	9121	0.0152395570661118	0.0878088764285489
Chromo	2	6	139	9121	0.0033227088096349	0.0878088764285489
DER1	1	1	139	9121	0.0152395570661118	0.0878088764285489
DUF1211	1	1	139	9121	0.0152395570661118	0.0878088764285489
DUF4208	1	1	139	9121	0.0152395570661118	0.0878088764285489
DUF4639	1	1	139	9121	0.0152395570661118	0.0878088764285489
Dynactin	1	1	139	9121	0.0152395570661118	0.0878088764285489
EF-hand_9	1	1	139	9121	0.0152395570661118	0.0878088764285489
KASH_CCD	1	1	139	9121	0.0152395570661118	0.0878088764285489
Lectin_C	2	11	139	9121	0.011589432384638	0.0878088764285489
MRVI1	1	1	139	9121	0.0152395570661118	0.0878088764285489
p25-alpha	1	1	139	9121	0.0152395570661118	0.0878088764285489
PBC	1	1	139	9121	0.0152395570661118	0.0878088764285489
Proteasom_Rpn13	1	1	139	9121	0.0152395570661118	0.0878088764285489
RBD-FIP	1	1	139	9121	0.0152395570661118	0.0878088764285489
RPN13_C	1	1	139	9121	0.0152395570661118	0.0878088764285489
SEFIR	1	1	139	9121	0.0152395570661118	0.0878088764285489
SNF2_N	2	12	139	9121	0.0137695248622451	0.0878088764285489
Tet_JBP	1	1	139	9121	0.0152395570661118	0.0878088764285489
AlaDh_PNT_N	1	2	139	9121	0.0302485155713537	0.114377199504181
BRK	1	2	139	9121	0.0302485155713537	0.114377199504181
cwf21	1	2	139	9121	0.0302485155713537	0.114377199504181
G-gamma	1	2	139	9121	0.0302485155713537	0.114377199504181
HTH_Tnp_Tc5	1	2	139	9121	0.0302485155713537	0.114377199504181
LRAT	1	2	139	9121	0.0302485155713537	0.114377199504181
Meis_PKNOX_N	1	2	139	9121	0.0302485155713537	0.114377199504181
Methyltransf_23	1	2	139	9121	0.0302485155713537	0.114377199504181
Peptidase_S28	1	2	139	9121	0.0302485155713537	0.114377199504181
SIX1_SD	1	2	139	9121	0.0302485155713537	0.114377199504181
Surp	1	2	139	9121	0.0302485155713537	0.114377199504181
Biotin_carb_C	1	3	139	9121	0.045030339930997	0.129730265039301
Biotin_carb_N	1	3	139	9121	0.045030339930997	0.129730265039301
bZIP_Maf	1	3	139	9121	0.045030339930997	0.129730265039301
Carboxyl_trans	1	3	139	9121	0.045030339930997	0.129730265039301
FYRC	1	3	139	9121	0.045030339930997	0.129730265039301
FYRN	1	3	139	9121	0.045030339930997	0.129730265039301
GBBH-like_N	1	3	139	9121	0.045030339930997	0.129730265039301
Homeobox_KN	1	3	139	9121	0.045030339930997	0.129730265039301
O-FucT	1	3	139	9121	0.045030339930997	0.129730265039301
zf-CXXC	1	3	139	9121	0.045030339930997	0.129730265039301
CPSase_L_D2	1	4	139	9121	0.0595884428866436	0.138657722870844
Drf_FH3	1	4	139	9121	0.0595884428866436	0.138657722870844
Drf_GBD	1	4	139	9121	0.0595884428866436	0.138657722870844
Frizzled	1	4	139	9121	0.0595884428866436	0.138657722870844
Gal-3-0_sulfotr	1	4	139	9121	0.0595884428866436	0.138657722870844
Robl_LC7	1	4	139	9121	0.0595884428866436	0.138657722870844
TauD	1	4	139	9121	0.0595884428866436	0.138657722870844
WHIM1	1	4	139	9121	0.0595884428866436	0.138657722870844
Xpo1	1	4	139	9121	0.0595884428866436	0.138657722870844
zf-HC5HC2H	1	4	139	9121	0.0595884428866436	0.138657722870844
SAM_1	2	28	139	9121	0.0673607338234108	0.153785826276089
CID	1	5	139	9121	0.0739261862713927	0.156931026997167
ig	1	5	139	9121	0.0739261862713927	0.156931026997167
ILEI	1	5	139	9121	0.0739261862713927	0.156931026997167
Sulfotransfer_1	1	5	139	9121	0.0739261862713927	0.156931026997167
Ig_3	2	30	139	9121	0.0760229950307317	0.15859969652963
Biotin_lipoyl	1	6	139	9121	0.0880468817637442	0.169105915768461
ECH_1	1	6	139	9121	0.0880468817637442	0.169105915768461
FH2	1	6	139	9121	0.0880468817637442	0.169105915768461
HAD_2	1	6	139	9121	0.0880468817637442	0.169105915768461
PAS_11	1	6	139	9121	0.0880468817637442	0.169105915768461
Homeodomain	2	33	139	9121	0.0896277021972467	0.16945237446667
BTB_2	2	34	139	9121	0.0943119095680512	0.172905167541427
PAN_1	2	34	139	9121	0.0943119095680512	0.172905167541427
FXa_inhibition	1	7	139	9121	0.10195379163043	0.176234411246886
Ldl_recept_b	1	7	139	9121	0.10195379163043	0.176234411246886
P_proprotein	1	7	139	9121	0.10195379163043	0.176234411246886
S8_pro-domain	1	7	139	9121	0.10195379163043	0.176234411246886
Helicase_C	2	36	139	9121	0.10388471814983	0.17704297036802
CAP_GLY	1	8	139	9121	0.115650129458318	0.189103590060222
DHC_N1	1	8	139	9121	0.115650129458318	0.189103590060222
Peptidase_S8	1	8	139	9121	0.115650129458318	0.189103590060222
7tm_1	7	271	139	9121	0.119887083764154	0.193417828472835
PAS	1	9	139	9121	0.129139060875556	0.205602978499241
Collagen	1	10	139	9121	0.142423704262112	0.220939336098917
Fz	1	10	139	9121	0.142423704262112	0.220939336098917
AAA_lid_1	1	11	139	9121	0.15550713144986	0.226703167535338
FHA	1	11	139	9121	0.15550713144986	0.226703167535338
Ldl_recept_a	1	11	139	9121	0.15550713144986	0.226703167535338
SH3_2	1	11	139	9121	0.15550713144986	0.226703167535338
SPRY	1	11	139	9121	0.15550713144986	0.226703167535338
AAA_6	1	13	139	9121	0.181082395944556	0.235601826981626
AAA_7	1	13	139	9121	0.181082395944556	0.235601826981626
AAA_8	1	13	139	9121	0.181082395944556	0.235601826981626
AAA_9	1	13	139	9121	0.181082395944556	0.235601826981626
AAA_lid_11	1	13	139	9121	0.181082395944556	0.235601826981626
DHC_N2	1	13	139	9121	0.181082395944556	0.235601826981626
Dynein_AAA_lid	1	13	139	9121	0.181082395944556	0.235601826981626
Dynein_C	1	13	139	9121	0.181082395944556	0.235601826981626
Dynein_heavy	1	13	139	9121	0.181082395944556	0.235601826981626
MT	1	12	139	9121	0.16839236841237	0.235601826981626
SET	1	14	139	9121	0.193580150332314	0.241476270002165
SOCS_box	1	14	139	9121	0.193580150332314	0.241476270002165
Tubulin	1	14	139	9121	0.193580150332314	0.241476270002165
Tubulin_C	1	14	139	9121	0.193580150332314	0.241476270002165
EF-hand_7	2	54	139	9121	0.198764102822142	0.245412820831421
ubiquitin	1	15	139	9121	0.20588852401232	0.251641529348391
RVT_1	1	16	139	9121	0.218010366222103	0.263792543128745
Ion_trans	2	60	139	9121	0.232406841572783	0.278427998319869
Bromodomain	1	18	139	9121	0.24170564101908	0.281215216954891
PLAT	1	18	139	9121	0.24170564101908	0.281215216954891
PX	1	18	139	9121	0.24170564101908	0.281215216954891
PHD	1	22	139	9121	0.286978532262297	0.327588701922056
UQ_con	1	22	139	9121	0.286978532262297	0.327588701922056
Ank_4	1	23	139	9121	0.297870936264444	0.336844703626147
HLH	1	24	139	9121	0.308598122443741	0.339457934688115
Kelch_1	1	24	139	9121	0.308598122443741	0.339457934688115
zf-RING_2	1	24	139	9121	0.308598122443741	0.339457934688115
Laminin_G_3	1	25	139	9121	0.319162578965706	0.344809571918308
zf-C3HC4_2	1	25	139	9121	0.319162578965706	0.344809571918308
BACK	1	29	139	9121	0.359841581255766	0.384036292965259
zf-C2H2	2	83	139	9121	0.36181931733917	0.384036292965259
F5_F8_type_C	1	39	139	9121	0.451286506497292	0.474831889444977
Pkinase_Tyr	1	41	139	9121	0.467955003675556	0.488125477971916
BTB	1	43	139	9121	0.484120687687281	0.500671822309069
PDZ	1	49	139	9121	0.529749244154918	0.5432174452775
MFS_1	1	53	139	9121	0.557918642189911	0.567295426092263
RRM_1	1	68	139	9121	0.64941485862433	0.654826649112866
Ank_2	1	77	139	9121	0.695008635365655	0.695008635365655
