annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
AC_N	2	3	416	12932	0.00303105753155173	0.143294997609876
AP3B1_C	1	1	416	12932	0.0321682647695639	0.143294997609876
ATP-synt_E	1	1	416	12932	0.0321682647695639	0.143294997609876
Biotin_lipoyl_2	1	1	416	12932	0.0321682647695639	0.143294997609876
BOP1NT	1	1	416	12932	0.0321682647695639	0.143294997609876
Cation_ATPase_C	2	7	416	12932	0.0194743695030157	0.143294997609876
Cation_ATPase_N	2	9	416	12932	0.031995299071732	0.143294997609876
CBX7_C	2	2	416	12932	0.00103238959704346	0.143294997609876
CD20	2	7	416	12932	0.0194743695030157	0.143294997609876
CDC50	1	1	416	12932	0.0321682647695639	0.143294997609876
CDK5_activator	1	1	416	12932	0.0321682647695639	0.143294997609876
COMMD1_N	1	1	416	12932	0.0321682647695639	0.143294997609876
CortBP2	1	1	416	12932	0.0321682647695639	0.143294997609876
CTP_synth_N	1	1	416	12932	0.0321682647695639	0.143294997609876
CTP_transf_like	2	2	416	12932	0.00103238959704346	0.143294997609876
CUPID	1	1	416	12932	0.0321682647695639	0.143294997609876
DinB_2	1	1	416	12932	0.0321682647695639	0.143294997609876
DIRP	1	1	416	12932	0.0321682647695639	0.143294997609876
Dis3l2_C_term	1	1	416	12932	0.0321682647695639	0.143294997609876
DOR	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF1325	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF3543	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF4460	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF4461	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF4485	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF4500	1	1	416	12932	0.0321682647695639	0.143294997609876
DUF4706	1	1	416	12932	0.0321682647695639	0.143294997609876
EF-hand_like	2	4	416	12932	0.00593306030056377	0.143294997609876
EHN	1	1	416	12932	0.0321682647695639	0.143294997609876
FANCAA	1	1	416	12932	0.0321682647695639	0.143294997609876
Fanconi_A_N	1	1	416	12932	0.0321682647695639	0.143294997609876
FXa_inhibition	2	7	416	12932	0.0194743695030157	0.143294997609876
GCIP	1	1	416	12932	0.0321682647695639	0.143294997609876
HNH_3	1	1	416	12932	0.0321682647695639	0.143294997609876
HSF_DNA-bind	1	1	416	12932	0.0321682647695639	0.143294997609876
HSL_N	1	1	416	12932	0.0321682647695639	0.143294997609876
HTH_3	1	1	416	12932	0.0321682647695639	0.143294997609876
Hydantoinase_B	1	1	416	12932	0.0321682647695639	0.143294997609876
KAP_NTPase	1	1	416	12932	0.0321682647695639	0.143294997609876
KLRAQ	1	1	416	12932	0.0321682647695639	0.143294997609876
Ldl_recept_b	2	7	416	12932	0.0194743695030157	0.143294997609876
MARVEL	2	8	416	12932	0.0254190315106076	0.143294997609876
MBF1	1	1	416	12932	0.0321682647695639	0.143294997609876
MCC-bdg_PDZ	1	1	416	12932	0.0321682647695639	0.143294997609876
MJ1316	1	1	416	12932	0.0321682647695639	0.143294997609876
MRP-L20	1	1	416	12932	0.0321682647695639	0.143294997609876
MRP-S33	1	1	416	12932	0.0321682647695639	0.143294997609876
MTCP1	1	1	416	12932	0.0321682647695639	0.143294997609876
NACHT	3	21	416	12932	0.0285878359613451	0.143294997609876
NifU_N	1	1	416	12932	0.0321682647695639	0.143294997609876
NRBF2_MIT	1	1	416	12932	0.0321682647695639	0.143294997609876
NUC153	1	1	416	12932	0.0321682647695639	0.143294997609876
OMPdecase	1	1	416	12932	0.0321682647695639	0.143294997609876
OPA3	1	1	416	12932	0.0321682647695639	0.143294997609876
P66_CC	1	1	416	12932	0.0321682647695639	0.143294997609876
PI-PLC-X	2	6	416	12932	0.0142103328416919	0.143294997609876
PI-PLC-Y	2	6	416	12932	0.0142103328416919	0.143294997609876
PMM	1	1	416	12932	0.0321682647695639	0.143294997609876
PP2C_2	1	1	416	12932	0.0321682647695639	0.143294997609876
RasGEF_N_2	1	1	416	12932	0.0321682647695639	0.143294997609876
Ribosomal_L23eN	1	1	416	12932	0.0321682647695639	0.143294997609876
Ribosomal_S17	1	1	416	12932	0.0321682647695639	0.143294997609876
Ribosomal_S17_N	1	1	416	12932	0.0321682647695639	0.143294997609876
Ribosomal_S7	1	1	416	12932	0.0321682647695639	0.143294997609876
RICTOR_M	1	1	416	12932	0.0321682647695639	0.143294997609876
RICTOR_N	1	1	416	12932	0.0321682647695639	0.143294997609876
RICTOR_V	1	1	416	12932	0.0321682647695639	0.143294997609876
RINT1_TIP1	1	1	416	12932	0.0321682647695639	0.143294997609876
SBDS	1	1	416	12932	0.0321682647695639	0.143294997609876
SBDS_C	1	1	416	12932	0.0321682647695639	0.143294997609876
Sod_Fe_C	1	1	416	12932	0.0321682647695639	0.143294997609876
Sod_Fe_N	1	1	416	12932	0.0321682647695639	0.143294997609876
TTKRSYEDQ	1	1	416	12932	0.0321682647695639	0.143294997609876
Tubulin-binding	1	1	416	12932	0.0321682647695639	0.143294997609876
Vert_HS_TF	1	1	416	12932	0.0321682647695639	0.143294997609876
XLF	1	1	416	12932	0.0321682647695639	0.143294997609876
zf-C3H1	1	1	416	12932	0.0321682647695639	0.143294997609876
AdoHcyase	1	2	416	12932	0.0633041399420843	0.157234949176262
AdoHcyase_NAD	1	2	416	12932	0.0633041399420843	0.157234949176262
AKAP7_NLS	1	2	416	12932	0.0633041399420843	0.157234949176262
ALIX_LYPXL_bnd	1	2	416	12932	0.0633041399420843	0.157234949176262
Amidohydro_3	1	2	416	12932	0.0633041399420843	0.157234949176262
Anillin	1	2	416	12932	0.0633041399420843	0.157234949176262
APAF1_C	1	2	416	12932	0.0633041399420843	0.157234949176262
ATG_C	1	2	416	12932	0.0633041399420843	0.157234949176262
CAP_C	1	2	416	12932	0.0633041399420843	0.157234949176262
Cation_ATPase	2	11	416	12932	0.0468586483506416	0.157234949176262
CBAH	1	2	416	12932	0.0633041399420843	0.157234949176262
ChaC	1	2	416	12932	0.0633041399420843	0.157234949176262
