annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
AAA_5	1	1	330	9121	0.0361802433943648	0.114643421839975
AHD	1	1	330	9121	0.0361802433943648	0.114643421839975
AhpC-TSA_2	1	1	330	9121	0.0361802433943648	0.114643421839975
ANAPC5	1	1	330	9121	0.0361802433943648	0.114643421839975
AOX	1	1	330	9121	0.0361802433943648	0.114643421839975
Arm_vescicular	1	1	330	9121	0.0361802433943648	0.114643421839975
ASD2	1	1	330	9121	0.0361802433943648	0.114643421839975
ATP_Ca_trans_C	1	1	330	9121	0.0361802433943648	0.114643421839975
ATP-synt_ab_Xtn	1	1	330	9121	0.0361802433943648	0.114643421839975
Band_7	2	7	330	9121	0.0242944893799122	0.114643421839975
Bcl-2	2	8	330	9121	0.0316276349263016	0.114643421839975
Bin3	1	1	330	9121	0.0361802433943648	0.114643421839975
BTB_3	1	1	330	9121	0.0361802433943648	0.114643421839975
C1_1	4	23	330	9121	0.00864047503029653	0.114643421839975
C1_2	1	1	330	9121	0.0361802433943648	0.114643421839975
CBF_beta	1	1	330	9121	0.0361802433943648	0.114643421839975
CBFB_NFYA	1	1	330	9121	0.0361802433943648	0.114643421839975
CH	4	19	330	9121	0.00423776677669306	0.114643421839975
DENN	2	4	330	9121	0.00746060087018725	0.114643421839975
DNA_ligase_A_C	1	1	330	9121	0.0361802433943648	0.114643421839975
DNA_ligase_A_M	1	1	330	9121	0.0361802433943648	0.114643421839975
DNA_ligase_A_N	1	1	330	9121	0.0361802433943648	0.114643421839975
DUF1356	1	1	330	9121	0.0361802433943648	0.114643421839975
DUF4502	1	1	330	9121	0.0361802433943648	0.114643421839975
DUF4503	1	1	330	9121	0.0361802433943648	0.114643421839975
Dynein_IC2	1	1	330	9121	0.0361802433943648	0.114643421839975
ELL	1	1	330	9121	0.0361802433943648	0.114643421839975
EloA-BP1	1	1	330	9121	0.0361802433943648	0.114643421839975
FAM117	1	1	330	9121	0.0361802433943648	0.114643421839975
FCH	2	8	330	9121	0.0316276349263016	0.114643421839975
Flot	1	1	330	9121	0.0361802433943648	0.114643421839975
G-alpha	2	5	330	9121	0.012137956551502	0.114643421839975
GIDE	1	1	330	9121	0.0361802433943648	0.114643421839975
Glyco_transf_90	1	1	330	9121	0.0361802433943648	0.114643421839975
GMP_PDE_delta	1	1	330	9121	0.0361802433943648	0.114643421839975
HEPN_DZIP3	2	2	330	9121	0.0013051864119239	0.114643421839975
HSNSD	1	1	330	9121	0.0361802433943648	0.114643421839975
Hydrolase_3	1	1	330	9121	0.0361802433943648	0.114643421839975
Integrin_b_cyt	1	1	330	9121	0.0361802433943648	0.114643421839975
Integrin_B_tail	1	1	330	9121	0.0361802433943648	0.114643421839975
Integrin_beta	1	1	330	9121	0.0361802433943648	0.114643421839975
IRF-2BP1_2	1	1	330	9121	0.0361802433943648	0.114643421839975
KBP_C	1	1	330	9121	0.0361802433943648	0.114643421839975
KIF1B	1	1	330	9121	0.0361802433943648	0.114643421839975
Kinesin_assoc	1	1	330	9121	0.0361802433943648	0.114643421839975
LIG3_BRCT	1	1	330	9121	0.0361802433943648	0.114643421839975
Lyase_aromatic	1	1	330	9121	0.0361802433943648	0.114643421839975
Maf1	1	1	330	9121	0.0361802433943648	0.114643421839975
Med25	1	1	330	9121	0.0361802433943648	0.114643421839975
Med25_VWA	1	1	330	9121	0.0361802433943648	0.114643421839975
Morc6_S5	1	1	330	9121	0.0361802433943648	0.114643421839975
MSC	1	1	330	9121	0.0361802433943648	0.114643421839975
NACHT	2	5	330	9121	0.012137956551502	0.114643421839975
NAD_synthase	1	1	330	9121	0.0361802433943648	0.114643421839975
NDUF_B12	1	1	330	9121	0.0361802433943648	0.114643421839975
Occludin_ELL	1	1	330	9121	0.0361802433943648	0.114643421839975
PC_rep	1	1	330	9121	0.0361802433943648	0.114643421839975
Pdase_M17_N2	1	1	330	9121	0.0361802433943648	0.114643421839975
Phosphorylase	1	1	330	9121	0.0361802433943648	0.114643421839975
PNP_phzG_C	1	1	330	9121	0.0361802433943648	0.114643421839975
PrmA	1	1	330	9121	0.0361802433943648	0.114643421839975
PSI_integrin	1	1	330	9121	0.0361802433943648	0.114643421839975
PSS	1	1	330	9121	0.0361802433943648	0.114643421839975
Putative_PNPOx	1	1	330	9121	0.0361802433943648	0.114643421839975
RasGAP	2	6	330	9121	0.0177742830279437	0.114643421839975
RBM39linker	1	1	330	9121	0.0361802433943648	0.114643421839975
RPE65	1	1	330	9121	0.0361802433943648	0.114643421839975
RPN2_C	1	1	330	9121	0.0361802433943648	0.114643421839975
SARAF	1	1	330	9121	0.0361802433943648	0.114643421839975
SLC12	1	1	330	9121	0.0361802433943648	0.114643421839975
SNX17_FERM_C	1	1	330	9121	0.0361802433943648	0.114643421839975
Striatin	1	1	330	9121	0.0361802433943648	0.114643421839975
TALPID3	1	1	330	9121	0.0361802433943648	0.114643421839975
TBCC	2	3	330	9121	0.00382166711095296	0.114643421839975
Torsin	1	1	330	9121	0.0361802433943648	0.114643421839975
uDENN	2	4	330	9121	0.00746060087018725	0.114643421839975
Urocanase	1	1	330	9121	0.0361802433943648	0.114643421839975
Urocanase_C	1	1	330	9121	0.0361802433943648	0.114643421839975
Urocanase_N	1	1	330	9121	0.0361802433943648	0.114643421839975
Uso1_p115_C	1	1	330	9121	0.0361802433943648	0.114643421839975
Uso1_p115_head	1	1	330	9121	0.0361802433943648	0.114643421839975
YEATS	1	1	330	9121	0.0361802433943648	0.114643421839975
zf-PARP	1	1	330	9121	0.0361802433943648	0.114643421839975
RA	2	9	330	9121	0.0397067286699371	0.12431987666897
PHD	3	22	330	9121	0.043438662269774	0.134404331493536
AA_permease	1	2	330	9121	0.0710553003768052	0.151931252025201
AAA_16	1	2	330	9121	0.0710553003768052	0.151931252025201
ATG_C	1	2	330	9121	0.0710553003768052	0.151931252025201
ATP-synt_ab	1	2	330	9121	0.0710553003768052	0.151931252025201
ATP-synt_ab_N	1	2	330	9121	0.0710553003768052	0.151931252025201
CAF1	1	2	330	9121	0.0710553003768052	0.151931252025201
CaMKII_AD	1	2	330	9121	0.0710553003768052	0.151931252025201
CD225	1	2	330	9121	0.0710553003768052	0.151931252025201
CN_hydrolase	1	2	330	9121	0.0710553003768052	0.151931252025201
dDENN	1	2	330	9121	0.0710553003768052	0.151931252025201
DUF1394	1	2	330	9121	0.0710553003768052	0.151931252025201
DUF3694	1	2	330	9121	0.0710553003768052	0.151931252025201
DUF4537	1	2	330	9121	0.0710553003768052	0.151931252025201
Dynamin_M	1	2	330	9121	0.0710553003768052	0.151931252025201
FerB	1	2	330	9121	0.0710553003768052	0.151931252025201
FerI	1	2	330	9121	0.0710553003768052	0.151931252025201
Ferlin_C	1	2	330	9121	0.0710553003768052	0.151931252025201
GED	1	2	330	9121	0.0710553003768052	0.151931252025201
HEAT_2	1	2	330	9121	0.0710553003768052	0.151931252025201
HOOK_N	1	2	330	9121	0.0710553003768052	0.151931252025201
Integrin_alpha2	1	2	330	9121	0.0710553003768052	0.151931252025201
L_HMGIC_fpl	1	2	330	9121	0.0710553003768052	0.151931252025201
MPC	1	2	330	9121	0.0710553003768052	0.151931252025201
Myotub-related	1	2	330	9121	0.0710553003768052	0.151931252025201
NIPSNAP	1	2	330	9121	0.0710553003768052	0.151931252025201
Par3_HAL_N_term	1	2	330	9121	0.0710553003768052	0.151931252025201
Peptidase_M17	1	2	330	9121	0.0710553003768052	0.151931252025201
PIP5K	1	2	330	9121	0.0710553003768052	0.151931252025201
RasGAP_C	1	2	330	9121	0.0710553003768052	0.151931252025201
Rieske_2	1	2	330	9121	0.0710553003768052	0.151931252025201
SAND	1	2	330	9121	0.0710553003768052	0.151931252025201
SBF2	1	2	330	9121	0.0710553003768052	0.151931252025201
SIX1_SD	1	2	330	9121	0.0710553003768052	0.151931252025201
SUZ	1	2	330	9121	0.0710553003768052	0.151931252025201
TF_AP-2	1	2	330	9121	0.0710553003768052	0.151931252025201
TUDOR_5	1	2	330	9121	0.0710553003768052	0.151931252025201
zf-CCHH	1	2	330	9121	0.0710553003768052	0.151931252025201
zf-CW	1	2	330	9121	0.0710553003768052	0.151931252025201
zf-MYND	2	14	330	9121	0.0891997901020783	0.189189877393924
bZIP_Maf	1	3	330	9121	0.104672117009731	0.193864554743376
CBM_21	1	3	330	9121	0.104672117009731	0.193864554743376
CNH	1	3	330	9121	0.104672117009731	0.193864554743376
dCMP_cyt_deam_1	1	3	330	9121	0.104672117009731	0.193864554743376
EF-hand_1	1	3	330	9121	0.104672117009731	0.193864554743376
fn3_4	1	3	330	9121	0.104672117009731	0.193864554743376
GAS2	1	3	330	9121	0.104672117009731	0.193864554743376
GST_N_4	1	3	330	9121	0.104672117009731	0.193864554743376
PAM2	1	3	330	9121	0.104672117009731	0.193864554743376
Pepdidase_M14_N	1	3	330	9121	0.104672117009731	0.193864554743376
Pkinase	7	108	330	9121	0.0961644355989252	0.193864554743376
PLAC8	1	3	330	9121	0.104672117009731	0.193864554743376
RBP_receptor	1	3	330	9121	0.104672117009731	0.193864554743376
RPEL	1	3	330	9121	0.104672117009731	0.193864554743376
SHR-BD	1	3	330	9121	0.104672117009731	0.193864554743376
SMP_LBD	1	3	330	9121	0.104672117009731	0.193864554743376
VCBS	1	3	330	9121	0.104672117009731	0.193864554743376
VPS13_C	1	3	330	9121	0.104672117009731	0.193864554743376
zf-C3HC4_3	2	16	330	9121	0.112264495953802	0.206472464586363
7tm_1	14	271	330	9121	0.114353066419206	0.208853169918411
Acyltransferase	1	4	330	9121	0.137075955722913	0.217174556356181
Ank	2	18	330	9121	0.136655487134166	0.217174556356181
Cation_ATPase_C	1	4	330	9121	0.137075955722913	0.217174556356181
CRAL_TRIO_2	1	4	330	9121	0.137075955722913	0.217174556356181
Galactosyl_T	2	18	330	9121	0.136655487134166	0.217174556356181
Glyco_hydro_47	1	4	330	9121	0.137075955722913	0.217174556356181
GST_C_6	1	4	330	9121	0.137075955722913	0.217174556356181
HEAT_EZ	1	4	330	9121	0.137075955722913	0.217174556356181
IP_trans	1	4	330	9121	0.137075955722913	0.217174556356181
LEM	1	4	330	9121	0.137075955722913	0.217174556356181
PBD	1	4	330	9121	0.137075955722913	0.217174556356181
Peptidase_A22B	1	4	330	9121	0.137075955722913	0.217174556356181
Peptidase_M13	1	4	330	9121	0.137075955722913	0.217174556356181
Peptidase_M13_N	1	4	330	9121	0.137075955722913	0.217174556356181
PfkB	1	4	330	9121	0.137075955722913	0.217174556356181
Rap_GAP	1	4	330	9121	0.137075955722913	0.217174556356181
Sec1	1	4	330	9121	0.137075955722913	0.217174556356181
Syja_N	1	4	330	9121	0.137075955722913	0.217174556356181
THAP	1	4	330	9121	0.137075955722913	0.217174556356181
VPS13	1	4	330	9121	0.137075955722913	0.217174556356181
VPS13_mid_rpt	1	4	330	9121	0.137075955722913	0.217174556356181
WH1	1	4	330	9121	0.137075955722913	0.217174556356181
Anoct_dimer	1	5	330	9121	0.168310455515766	0.251509373867309
Clat_adaptor_s	1	5	330	9121	0.168310455515766	0.251509373867309
HATPase_c_3	1	5	330	9121	0.168310455515766	0.251509373867309
Pou	1	5	330	9121	0.168310455515766	0.251509373867309
R3H	1	5	330	9121	0.168310455515766	0.251509373867309
RasGEF_N	1	5	330	9121	0.168310455515766	0.251509373867309
SAP	1	5	330	9121	0.168310455515766	0.251509373867309
Sulfotransfer_1	1	5	330	9121	0.168310455515766	0.251509373867309
TPR_2	1	5	330	9121	0.168310455515766	0.251509373867309
UCH	2	20	330	9121	0.16206922206646	0.251509373867309
Abhydrolase_1	1	6	330	9121	0.19841769001333	0.279058034617678
Amino_oxidase	1	6	330	9121	0.19841769001333	0.279058034617678
Anoctamin	1	6	330	9121	0.19841769001333	0.279058034617678
Cation_ATPase_N	1	6	330	9121	0.19841769001333	0.279058034617678
CD20	1	6	330	9121	0.19841769001333	0.279058034617678
Chorein_N	1	6	330	9121	0.19841769001333	0.279058034617678
CS	1	6	330	9121	0.19841769001333	0.279058034617678
DED	1	6	330	9121	0.19841769001333	0.279058034617678
GRAM	1	6	330	9121	0.19841769001333	0.279058034617678
HAD_2	1	6	330	9121	0.19841769001333	0.279058034617678
Spectrin	1	6	330	9121	0.19841769001333	0.279058034617678
LRR_6	2	24	330	9121	0.214928247711952	0.299080048403404
zf-RING_2	2	24	330	9121	0.214928247711952	0.299080048403404
Dynamin_N	1	7	330	9121	0.227438223452234	0.305184963101721
Mab-21	1	7	330	9121	0.227438223452234	0.305184963101721
P_proprotein	1	7	330	9121	0.227438223452234	0.305184963101721
Peptidase_C1	1	7	330	9121	0.227438223452234	0.305184963101721
Peptidase_M14	1	7	330	9121	0.227438223452234	0.305184963101721
RasGEF	1	7	330	9121	0.227438223452234	0.305184963101721
S8_pro-domain	1	7	330	9121	0.227438223452234	0.305184963101721
Aminotran_5	1	8	330	9121	0.255411164670223	0.32608318596247
ASC	1	8	330	9121	0.255411164670223	0.32608318596247
C2	3	48	330	9121	0.250932577600266	0.32608318596247
CAP_GLY	1	8	330	9121	0.255411164670223	0.32608318596247
Cation_ATPase	1	8	330	9121	0.255411164670223	0.32608318596247
Histone	1	8	330	9121	0.255411164670223	0.32608318596247
IBN_N	1	8	330	9121	0.255411164670223	0.32608318596247
Peptidase_S8	1	8	330	9121	0.255411164670223	0.32608318596247
PP2C	1	8	330	9121	0.255411164670223	0.32608318596247
zf-CCCH	1	8	330	9121	0.255411164670223	0.32608318596247
ArfGap	1	9	330	9121	0.282374219170259	0.352305125790769
I-set	2	29	330	9121	0.282647838562176	0.352305125790769
Laminin_G_2	1	9	330	9121	0.282374219170259	0.352305125790769
PA	1	9	330	9121	0.282374219170259	0.352305125790769
PID	1	9	330	9121	0.282374219170259	0.352305125790769
Ig_3	2	30	330	9121	0.296198087735117	0.367453288086489
PH	3	53	330	9121	0.300478319630506	0.371013136445179
Death	1	10	330	9121	0.308363739327614	0.37115320420824
EF-hand_7	3	54	330	9121	0.310470360934649	0.37115320420824
Hormone_recep	1	10	330	9121	0.308363739327614	0.37115320420824
RGS	1	10	330	9121	0.308363739327614	0.37115320420824
