annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
5-nucleotidase	1	1	350	9121	0.0383729854182659	0.113468505269066
AA_permease_C	2	5	350	9121	0.0135952905242441	0.113468505269066
AAA_19	1	1	350	9121	0.0383729854182659	0.113468505269066
AlbA_2	1	1	350	9121	0.0383729854182659	0.113468505269066
ANAPC5	1	1	350	9121	0.0383729854182659	0.113468505269066
AP3B1_C	1	1	350	9121	0.0383729854182659	0.113468505269066
APCDDC	1	1	350	9121	0.0383729854182659	0.113468505269066
Auts2	1	1	350	9121	0.0383729854182659	0.113468505269066
AWS	1	1	350	9121	0.0383729854182659	0.113468505269066
betaPIX_CC	1	1	350	9121	0.0383729854182659	0.113468505269066
Bravo_FIGEY	1	1	350	9121	0.0383729854182659	0.113468505269066
BTK	1	1	350	9121	0.0383729854182659	0.113468505269066
C2	6	48	350	9121	0.00962897132361045	0.113468505269066
C5HCH	1	1	350	9121	0.0383729854182659	0.113468505269066
CiPC	1	1	350	9121	0.0383729854182659	0.113468505269066
Cluap1	1	1	350	9121	0.0383729854182659	0.113468505269066
cNMP_binding	3	17	350	9121	0.0255367794126092	0.113468505269066
Cob_adeno_trans	1	1	350	9121	0.0383729854182659	0.113468505269066
CortBP2	1	1	350	9121	0.0383729854182659	0.113468505269066
CPSF_A	1	1	350	9121	0.0383729854182659	0.113468505269066
DOR	1	1	350	9121	0.0383729854182659	0.113468505269066
DUF2046	1	1	350	9121	0.0383729854182659	0.113468505269066
DUF3689	1	1	350	9121	0.0383729854182659	0.113468505269066
DUF4419	1	1	350	9121	0.0383729854182659	0.113468505269066
DUF543	1	1	350	9121	0.0383729854182659	0.113468505269066
EAF	1	1	350	9121	0.0383729854182659	0.113468505269066
EB1	1	1	350	9121	0.0383729854182659	0.113468505269066
EF-hand_4	2	6	350	9121	0.019879091513665	0.113468505269066
eIF-3c_N	1	1	350	9121	0.0383729854182659	0.113468505269066
Es2	1	1	350	9121	0.0383729854182659	0.113468505269066
FAM117	1	1	350	9121	0.0383729854182659	0.113468505269066
FERM_N_2	1	1	350	9121	0.0383729854182659	0.113468505269066
Fic	1	1	350	9121	0.0383729854182659	0.113468505269066
Focal_AT	1	1	350	9121	0.0383729854182659	0.113468505269066
Fra10Ac1	1	1	350	9121	0.0383729854182659	0.113468505269066
FSA_C	1	1	350	9121	0.0383729854182659	0.113468505269066
G6PD_C	1	1	350	9121	0.0383729854182659	0.113468505269066
G6PD_N	1	1	350	9121	0.0383729854182659	0.113468505269066
HATPase_c_3	2	5	350	9121	0.0135952905242441	0.113468505269066
HECW_N	1	1	350	9121	0.0383729854182659	0.113468505269066
HECW1_helix	1	1	350	9121	0.0383729854182659	0.113468505269066
HEPN	1	1	350	9121	0.0383729854182659	0.113468505269066
HEPN_DZIP3	2	2	350	9121	0.00146843990251915	0.113468505269066
Kelch_2	1	1	350	9121	0.0383729854182659	0.113468505269066
LisH_TPL	1	1	350	9121	0.0383729854182659	0.113468505269066
Malate_synthase	1	1	350	9121	0.0383729854182659	0.113468505269066
Methyltransf_PK	1	1	350	9121	0.0383729854182659	0.113468505269066
Mgm101p	1	1	350	9121	0.0383729854182659	0.113468505269066
MMS1_N	1	1	350	9121	0.0383729854182659	0.113468505269066
NCBP3	1	1	350	9121	0.0383729854182659	0.113468505269066
NOPS	1	1	350	9121	0.0383729854182659	0.113468505269066
Nup54	1	1	350	9121	0.0383729854182659	0.113468505269066
Nup54_C	1	1	350	9121	0.0383729854182659	0.113468505269066
OCRE	1	1	350	9121	0.0383729854182659	0.113468505269066
PAPA-1	1	1	350	9121	0.0383729854182659	0.113468505269066
PCI	2	7	350	9121	0.027131762926622	0.113468505269066
Pet100	1	1	350	9121	0.0383729854182659	0.113468505269066
PEX11	1	1	350	9121	0.0383729854182659	0.113468505269066
PfkB	2	4	350	9121	0.00836872758450319	0.113468505269066
PGK	1	1	350	9121	0.0383729854182659	0.113468505269066
PHD	5	22	350	9121	0.00124089865619293	0.113468505269066
PHF12_MRG_bd	1	1	350	9121	0.0383729854182659	0.113468505269066
PIP49_N	1	1	350	9121	0.0383729854182659	0.113468505269066
Pirin	1	1	350	9121	0.0383729854182659	0.113468505269066
Pirin_C	1	1	350	9121	0.0383729854182659	0.113468505269066
PLU-1	1	1	350	9121	0.0383729854182659	0.113468505269066
PNRC	1	1	350	9121	0.0383729854182659	0.113468505269066
PSS	1	1	350	9121	0.0383729854182659	0.113468505269066
PTPlike_phytase	1	1	350	9121	0.0383729854182659	0.113468505269066
RhoGEF67_u2	1	1	350	9121	0.0383729854182659	0.113468505269066
Ribonucleas_3_3	1	1	350	9121	0.0383729854182659	0.113468505269066
RPAP1_C	1	1	350	9121	0.0383729854182659	0.113468505269066
RPAP1_N	1	1	350	9121	0.0383729854182659	0.113468505269066
RPEL	2	3	350	9121	0.0042932422679091	0.113468505269066
RPN7	1	1	350	9121	0.0383729854182659	0.113468505269066
SF3b1	1	1	350	9121	0.0383729854182659	0.113468505269066
SMC_hinge	1	1	350	9121	0.0383729854182659	0.113468505269066
STIMATE	1	1	350	9121	0.0383729854182659	0.113468505269066
Synapsin	1	1	350	9121	0.0383729854182659	0.113468505269066
Synapsin_C	1	1	350	9121	0.0383729854182659	0.113468505269066
TLE_N	1	1	350	9121	0.0383729854182659	0.113468505269066
Tmemb_161AB	1	1	350	9121	0.0383729854182659	0.113468505269066
TPR_14	1	1	350	9121	0.0383729854182659	0.113468505269066
Transthyretin	1	1	350	9121	0.0383729854182659	0.113468505269066
UCH	5	20	350	9121	0.000778233793416938	0.113468505269066
USP7_ICP0_bdg	1	1	350	9121	0.0383729854182659	0.113468505269066
UvrD_C	1	1	350	9121	0.0383729854182659	0.113468505269066
VASP_tetra	1	1	350	9121	0.0383729854182659	0.113468505269066
zf-C5HC2	1	1	350	9121	0.0383729854182659	0.113468505269066
zf-HIT	1	1	350	9121	0.0383729854182659	0.113468505269066
zf-RING_4	1	1	350	9121	0.0383729854182659	0.113468505269066
zf-UBP	2	4	350	9121	0.00836872758450319	0.113468505269066
zinc_ribbon_16	1	1	350	9121	0.0383729854182659	0.113468505269066
AA_permease_2	2	10	350	9121	0.0538956184993176	0.157673351992684
Ald_Xan_dh_C	1	2	350	9121	0.075277530934012	0.165610568054826
Ald_Xan_dh_C2	1	2	350	9121	0.075277530934012	0.165610568054826
APAF1_C	1	2	350	9121	0.075277530934012	0.165610568054826
