annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Ldl_recept_a	4	11	312	9121	0.000366307314472276	0.0904779066746521
7tm_1	16	271	312	9121	0.0236464743645163	0.108321455980704
ABC_ATPase	1	1	312	9121	0.0342067755728539	0.108321455980704
Abhydrolase_6	1	1	312	9121	0.0342067755728539	0.108321455980704
AF-4	1	1	312	9121	0.0342067755728539	0.108321455980704
AF-4_C	1	1	312	9121	0.0342067755728539	0.108321455980704
AIF_C	1	1	312	9121	0.0342067755728539	0.108321455980704
ANF_receptor	4	26	312	9121	0.0110745409412769	0.108321455980704
Antistasin	1	1	312	9121	0.0342067755728539	0.108321455980704
APCDDC	1	1	312	9121	0.0342067755728539	0.108321455980704
APS_kinase	1	1	312	9121	0.0342067755728539	0.108321455980704
ATP-sulfurylase	1	1	312	9121	0.0342067755728539	0.108321455980704
ATP-synt_C	1	1	312	9121	0.0342067755728539	0.108321455980704
Ax_dynein_light	1	1	312	9121	0.0342067755728539	0.108321455980704
Calponin	1	1	312	9121	0.0342067755728539	0.108321455980704
CaM_bdg_C0	1	1	312	9121	0.0342067755728539	0.108321455980704
Cbl_N	1	1	312	9121	0.0342067755728539	0.108321455980704
Cbl_N2	1	1	312	9121	0.0342067755728539	0.108321455980704
Cbl_N3	1	1	312	9121	0.0342067755728539	0.108321455980704
CCDC142	1	1	312	9121	0.0342067755728539	0.108321455980704
CCDC154	1	1	312	9121	0.0342067755728539	0.108321455980704
CCDC74_C	1	1	312	9121	0.0342067755728539	0.108321455980704
CCDC92	1	1	312	9121	0.0342067755728539	0.108321455980704
Choline_transpo	1	1	312	9121	0.0342067755728539	0.108321455980704
Cyclin	1	1	312	9121	0.0342067755728539	0.108321455980704
DUF1280	1	1	312	9121	0.0342067755728539	0.108321455980704
DUF1387	1	1	312	9121	0.0342067755728539	0.108321455980704
DUF4209	1	1	312	9121	0.0342067755728539	0.108321455980704
DUF4821	1	1	312	9121	0.0342067755728539	0.108321455980704
EF-hand_9	1	1	312	9121	0.0342067755728539	0.108321455980704
FAM219A	1	1	312	9121	0.0342067755728539	0.108321455980704
Fzo_mitofusin	1	1	312	9121	0.0342067755728539	0.108321455980704
G_path_suppress	1	1	312	9121	0.0342067755728539	0.108321455980704
Gly_rich	1	1	312	9121	0.0342067755728539	0.108321455980704
GOLGA2L5	1	1	312	9121	0.0342067755728539	0.108321455980704
GPS	3	19	312	9121	0.0255876931577457	0.108321455980704
Hexapep	1	1	312	9121	0.0342067755728539	0.108321455980704
HSF_DNA-bind	1	1	312	9121	0.0342067755728539	0.108321455980704
IMD	1	1	312	9121	0.0342067755728539	0.108321455980704
JAMP	1	1	312	9121	0.0342067755728539	0.108321455980704
KASH_CCD	1	1	312	9121	0.0342067755728539	0.108321455980704
KH_2	1	1	312	9121	0.0342067755728539	0.108321455980704
LRR_1	1	1	312	9121	0.0342067755728539	0.108321455980704
MgtE	1	1	312	9121	0.0342067755728539	0.108321455980704
MIF	1	1	312	9121	0.0342067755728539	0.108321455980704
MNNL	1	1	312	9121	0.0342067755728539	0.108321455980704
Morc6_S5	1	1	312	9121	0.0342067755728539	0.108321455980704
MRVI1	1	1	312	9121	0.0342067755728539	0.108321455980704
NHR2	1	1	312	9121	0.0342067755728539	0.108321455980704
NPDC1	1	1	312	9121	0.0342067755728539	0.108321455980704
NTP_transf_7	1	1	312	9121	0.0342067755728539	0.108321455980704
NTP_transferase	1	1	312	9121	0.0342067755728539	0.108321455980704
NTPase_1	1	1	312	9121	0.0342067755728539	0.108321455980704
p25-alpha	1	1	312	9121	0.0342067755728539	0.108321455980704
PAW	1	1	312	9121	0.0342067755728539	0.108321455980704
PDEase_I_N	1	1	312	9121	0.0342067755728539	0.108321455980704
Peptidase_M50	1	1	312	9121	0.0342067755728539	0.108321455980704
Plug_translocon	1	1	312	9121	0.0342067755728539	0.108321455980704
Prok-RING_4	1	1	312	9121	0.0342067755728539	0.108321455980704
PUA_2	1	1	312	9121	0.0342067755728539	0.108321455980704
PurA	1	1	312	9121	0.0342067755728539	0.108321455980704
Raptor_N	1	1	312	9121	0.0342067755728539	0.108321455980704
RBD	2	2	312	9121	0.0011664810529778	0.108321455980704
Rep_fac_C	1	1	312	9121	0.0342067755728539	0.108321455980704
Ribosomal_L21e	1	1	312	9121	0.0342067755728539	0.108321455980704
Ribosomal_S3_C	1	1	312	9121	0.0342067755728539	0.108321455980704
Robl_LC7	2	4	312	9121	0.00668568209759384	0.108321455980704
SBF_like	1	1	312	9121	0.0342067755728539	0.108321455980704
SecY	1	1	312	9121	0.0342067755728539	0.108321455980704
SH3_15	1	1	312	9121	0.0342067755728539	0.108321455980704
Spec3	1	1	312	9121	0.0342067755728539	0.108321455980704
SSB	1	1	312	9121	0.0342067755728539	0.108321455980704
TFIID_NTD2	1	1	312	9121	0.0342067755728539	0.108321455980704
TMEM232	1	1	312	9121	0.0342067755728539	0.108321455980704
TMIE	1	1	312	9121	0.0342067755728539	0.108321455980704
TRAPPC-Trs85	1	1	312	9121	0.0342067755728539	0.108321455980704
TruD	1	1	312	9121	0.0342067755728539	0.108321455980704
Vert_HS_TF	1	1	312	9121	0.0342067755728539	0.108321455980704
LRR_8	3	23	312	9121	0.0423234358243191	0.132327704412745
Ank_2	6	77	312	9121	0.0477136966740408	0.147316038481101
Amidase	1	2	312	9121	0.06724707009273	0.158190726789565
BK_channel_a	1	2	312	9121	0.06724707009273	0.158190726789565
COPIIcoated_ERV	1	2	312	9121	0.06724707009273	0.158190726789565
DSL	1	2	312	9121	0.06724707009273	0.158190726789565
DUF1154	1	2	312	9121	0.06724707009273	0.158190726789565
ERGIC_N	1	2	312	9121	0.06724707009273	0.158190726789565
FAM181	1	2	312	9121	0.06724707009273	0.158190726789565
fn2	1	2	312	9121	0.06724707009273	0.158190726789565
G-gamma	1	2	312	9121	0.06724707009273	0.158190726789565
GoLoco	1	2	312	9121	0.06724707009273	0.158190726789565
Guanylate_cyc	2	12	312	9121	0.0613984007942518	0.158190726789565
HEPN_DZIP3	1	2	312	9121	0.06724707009273	0.158190726789565
Ion_trans	5	60	312	9121	0.0536833501033425	0.158190726789565
Lectin_C	2	11	312	9121	0.0523204286892375	0.158190726789565
LRAT	1	2	312	9121	0.06724707009273	0.158190726789565
LRR_4	1	2	312	9121	0.06724707009273	0.158190726789565
PH_14	1	2	312	9121	0.06724707009273	0.158190726789565
PH_16	1	2	312	9121	0.06724707009273	0.158190726789565
PIP5K	1	2	312	9121	0.06724707009273	0.158190726789565
Ribosomal_S9	1	2	312	9121	0.06724707009273	0.158190726789565
